兑换码批次id	兑换码类型	兑换码数据	礼包组	使用等级上限	使用日期区间	数量
30200474	1		30006:1	100	2016/08/03:2016/08/31	1
30200475	1		30006:1	100	2016/08/03:2016/08/31	1
30200476	1		30006:1	100	2016/08/03:2016/08/31	1
30200477	1		30006:1	100	2016/08/03:2016/08/31	1
30200478	1		30006:1	100	2016/08/03:2016/08/31	1
30200479	1		30006:1	100	2016/08/03:2016/08/31	1
30200480	1		30006:1	100	2016/08/03:2016/08/31	1
30200481	1		30006:1	100	2016/08/03:2016/08/31	1
30200482	1		30006:1	100	2016/08/03:2016/08/31	1
30200483	1		30006:1	100	2016/08/03:2016/08/31	1
30200484	1		30006:1	100	2016/08/03:2016/08/31	1
30200485	1		30006:1	100	2016/08/03:2016/08/31	1
30200486	1		30006:1	100	2016/08/03:2016/08/31	1
30200487	1		30006:1	100	2016/08/03:2016/08/31	1
30200488	1		30006:1	100	2016/08/03:2016/08/31	1
30200489	1		30006:1	100	2016/08/03:2016/08/31	1
30200490	1		30006:1	100	2016/08/03:2016/08/31	1
30200491	1		30006:1	100	2016/08/03:2016/08/31	1
30200492	1		30006:1	100	2016/08/03:2016/08/31	1
30200493	1		30006:1	100	2016/08/03:2016/08/31	1
30200494	1		30006:1	100	2016/08/03:2016/08/31	1
30200495	1		30006:1	100	2016/08/03:2016/08/31	1
30200496	1		30006:1	100	2016/08/03:2016/08/31	1
30200497	1		30006:1	100	2016/08/03:2016/08/31	1
30200498	1		30006:1	100	2016/08/03:2016/08/31	1
30200499	1		30006:1	100	2016/08/03:2016/08/31	1
30200500	1		30006:1	100	2016/08/03:2016/08/31	1
30200501	1		30006:1	100	2016/08/03:2016/08/31	1
30200502	1		30006:1	100	2016/08/03:2016/08/31	1
30200503	1		30006:1	100	2016/08/03:2016/08/31	1
30200504	1		30006:1	100	2016/08/03:2016/08/31	1
30200505	1		30006:1	100	2016/08/03:2016/08/31	1
30200506	1		30006:1	100	2016/08/03:2016/08/31	1
30200507	1		30006:1	100	2016/08/03:2016/08/31	1
30200508	1		30006:1	100	2016/08/03:2016/08/31	1
30200509	1		30006:1	100	2016/08/03:2016/08/31	1
30200510	1		30006:1	100	2016/08/03:2016/08/31	1
30200511	1		30006:1	100	2016/08/03:2016/08/31	1
30200512	1		30006:1	100	2016/08/03:2016/08/31	1
30200513	1		30006:1	100	2016/08/03:2016/08/31	1
30200514	1		30006:1	100	2016/08/03:2016/08/31	1
30200515	1		30006:1	100	2016/08/03:2016/08/31	1
30200516	1		30006:1	100	2016/08/03:2016/08/31	1
30200517	1		30006:1	100	2016/08/03:2016/08/31	1
30200518	1		30006:1	100	2016/08/03:2016/08/31	1
30200519	1		30006:1	100	2016/08/03:2016/08/31	1
30200520	1		30006:1	100	2016/08/03:2016/08/31	1
30200521	1		30006:1	100	2016/08/03:2016/08/31	1
30200522	1		30006:1	100	2016/08/03:2016/08/31	1
30200523	1		30006:1	100	2016/08/03:2016/08/31	1
30200524	1		30006:1	100	2016/08/03:2016/08/31	1
30200525	1		30006:1	100	2016/08/03:2016/08/31	1
30200526	1		30006:1	100	2016/08/03:2016/08/31	1
30200527	1		30006:1	100	2016/08/03:2016/08/31	1
30200528	1		30006:1	100	2016/08/03:2016/08/31	1
30200529	1		30006:1	100	2016/08/03:2016/08/31	1
30200530	1		30006:1	100	2016/08/03:2016/08/31	1
30200531	1		30006:1	100	2016/08/03:2016/08/31	1
30200532	1		30006:1	100	2016/08/03:2016/08/31	1
30200533	1		30006:1	100	2016/08/03:2016/08/31	1
30200534	1		30006:1	100	2016/08/03:2016/08/31	1
30200535	1		30006:1	100	2016/08/03:2016/08/31	1
30200536	1		30006:1	100	2016/08/03:2016/08/31	1
30200537	1		30006:1	100	2016/08/03:2016/08/31	1
30200538	1		30006:1	100	2016/08/03:2016/08/31	1
30200539	1		30006:1	100	2016/08/03:2016/08/31	1
30200540	1		30006:1	100	2016/08/03:2016/08/31	1
30200541	1		30006:1	100	2016/08/03:2016/08/31	1
30200542	1		30006:1	100	2016/08/03:2016/08/31	1
30200543	1		30006:1	100	2016/08/03:2016/08/31	1
30200544	1		30006:1	100	2016/08/03:2016/08/31	1
30200545	1		30006:1	100	2016/08/03:2016/08/31	1
30200546	1		30006:1	100	2016/08/03:2016/08/31	1
30200547	1		30006:1	100	2016/08/03:2016/08/31	1
30200548	1		30006:1	100	2016/08/03:2016/08/31	1
30200549	1		30006:1	100	2016/08/03:2016/08/31	1
30200550	1		30006:1	100	2016/08/03:2016/08/31	1
30200551	1		30006:1	100	2016/08/03:2016/08/31	1
30200552	1		30006:1	100	2016/08/03:2016/08/31	1
30200553	1		30006:1	100	2016/08/03:2016/08/31	1
30200554	1		30006:1	100	2016/08/03:2016/08/31	1
30200555	1		30006:1	100	2016/08/03:2016/08/31	1
30200556	1		30006:1	100	2016/08/03:2016/08/31	1
30200557	1		30006:1	100	2016/08/03:2016/08/31	1
30200558	1		30006:1	100	2016/08/03:2016/08/31	1
30200559	1		30006:1	100	2016/08/03:2016/08/31	1
30200560	1		30006:1	100	2016/08/03:2016/08/31	1
30200561	1		30006:1	100	2016/08/03:2016/08/31	1
30200562	1		30006:1	100	2016/08/03:2016/08/31	1
30200563	1		30006:1	100	2016/08/03:2016/08/31	1
30200564	1		30006:1	100	2016/08/03:2016/08/31	1
30200565	1		30006:1	100	2016/08/03:2016/08/31	1
30200566	1		30006:1	100	2016/08/03:2016/08/31	1
30200567	1		30006:1	100	2016/08/03:2016/08/31	1
30200568	1		30006:1	100	2016/08/03:2016/08/31	1
30200569	1		30006:1	100	2016/08/03:2016/08/31	1
30200570	1		30006:1	100	2016/08/03:2016/08/31	1
30200571	1		30006:1	100	2016/08/03:2016/08/31	1
30200572	1		30006:1	100	2016/08/03:2016/08/31	1
30200573	1		30006:1	100	2016/08/03:2016/08/31	1
30200574	1		30006:1	100	2016/08/03:2016/08/31	1
30200575	1		30006:1	100	2016/08/03:2016/08/31	1
30200576	1		30006:1	100	2016/08/03:2016/08/31	1
30200577	1		30006:1	100	2016/08/03:2016/08/31	1
30200578	1		30006:1	100	2016/08/03:2016/08/31	1
30200579	1		30006:1	100	2016/08/03:2016/08/31	1
30200580	1		30006:1	100	2016/08/03:2016/08/31	1
30200581	1		30006:1	100	2016/08/03:2016/08/31	1
30200582	1		30006:1	100	2016/08/03:2016/08/31	1
30200583	1		30006:1	100	2016/08/03:2016/08/31	1
30200584	1		30006:1	100	2016/08/03:2016/08/31	1
30200585	1		30006:1	100	2016/08/03:2016/08/31	1
30200586	1		30006:1	100	2016/08/03:2016/08/31	1
30200587	1		30006:1	100	2016/08/03:2016/08/31	1
30200588	1		30006:1	100	2016/08/03:2016/08/31	1
30200589	1		30006:1	100	2016/08/03:2016/08/31	1
30200590	1		30006:1	100	2016/08/03:2016/08/31	1
30200591	1		30006:1	100	2016/08/03:2016/08/31	1
30200592	1		30006:1	100	2016/08/03:2016/08/31	1
30200593	1		30006:1	100	2016/08/03:2016/08/31	1
30200594	1		30006:1	100	2016/08/03:2016/08/31	1
30200595	1		30006:1	100	2016/08/03:2016/08/31	1
30200596	1		30006:1	100	2016/08/03:2016/08/31	1
30200597	1		30006:1	100	2016/08/03:2016/08/31	1
30200598	1		30006:1	100	2016/08/03:2016/08/31	1
30200599	1		30006:1	100	2016/08/03:2016/08/31	1
30200600	1		30006:1	100	2016/08/03:2016/08/31	1
30200601	1		30006:1	100	2016/08/03:2016/08/31	1
30200602	1		30006:1	100	2016/08/03:2016/08/31	1
30200603	1		30006:1	100	2016/08/03:2016/08/31	1
30200604	1		30006:1	100	2016/08/03:2016/08/31	1
30200605	1		30006:1	100	2016/08/03:2016/08/31	1
30200606	1		30006:1	100	2016/08/03:2016/08/31	1
30200607	1		30006:1	100	2016/08/03:2016/08/31	1
30200608	1		30006:1	100	2016/08/03:2016/08/31	1
30200609	1		30006:1	100	2016/08/03:2016/08/31	1
30200610	1		30006:1	100	2016/08/03:2016/08/31	1
30200611	1		30006:1	100	2016/08/03:2016/08/31	1
30200612	1		30006:1	100	2016/08/03:2016/08/31	1
30200613	1		30006:1	100	2016/08/03:2016/08/31	1
30200614	1		30006:1	100	2016/08/03:2016/08/31	1
30200615	1		30006:1	100	2016/08/03:2016/08/31	1
30200616	1		30006:1	100	2016/08/03:2016/08/31	1
30200617	1		30006:1	100	2016/08/03:2016/08/31	1
30200618	1		30006:1	100	2016/08/03:2016/08/31	1
30200619	1		30006:1	100	2016/08/03:2016/08/31	1
30200620	1		30006:1	100	2016/08/03:2016/08/31	1
30200621	1		30006:1	100	2016/08/03:2016/08/31	1
30200622	1		30006:1	100	2016/08/03:2016/08/31	1
30200623	1		30006:1	100	2016/08/03:2016/08/31	1
30200624	1		30006:1	100	2016/08/03:2016/08/31	1
30200625	1		30006:1	100	2016/08/03:2016/08/31	1
30200626	1		30006:1	100	2016/08/03:2016/08/31	1
30200627	1		30006:1	100	2016/08/03:2016/08/31	1
30200628	1		30006:1	100	2016/08/03:2016/08/31	1
30200629	1		30006:1	100	2016/08/03:2016/08/31	1
30200630	1		30006:1	100	2016/08/03:2016/08/31	1
30200631	1		30006:1	100	2016/08/03:2016/08/31	1
30200632	1		30006:1	100	2016/08/03:2016/08/31	1
30200633	1		30006:1	100	2016/08/03:2016/08/31	1
30200634	1		30006:1	100	2016/08/03:2016/08/31	1
30200635	1		30006:1	100	2016/08/03:2016/08/31	1
30200636	1		30006:1	100	2016/08/03:2016/08/31	1
30200637	1		30006:1	100	2016/08/03:2016/08/31	1
30200638	1		30006:1	100	2016/08/03:2016/08/31	1
30200639	1		30006:1	100	2016/08/03:2016/08/31	1
30200640	1		30006:1	100	2016/08/03:2016/08/31	1
30200641	1		30006:1	100	2016/08/03:2016/08/31	1
30200642	1		30006:1	100	2016/08/03:2016/08/31	1
30200643	1		30006:1	100	2016/08/03:2016/08/31	1
30200644	1		30006:1	100	2016/08/03:2016/08/31	1
30200645	1		30006:1	100	2016/08/03:2016/08/31	1
30200646	1		30006:1	100	2016/08/03:2016/08/31	1
30200647	1		30006:1	100	2016/08/03:2016/08/31	1
30200648	1		30006:1	100	2016/08/03:2016/08/31	1
30200649	1		30006:1	100	2016/08/03:2016/08/31	1
30200650	1		30006:1	100	2016/08/03:2016/08/31	1
30200651	1		30006:1	100	2016/08/03:2016/08/31	1
30200652	1		30006:1	100	2016/08/03:2016/08/31	1
30200653	1		30006:1	100	2016/08/03:2016/08/31	1
30200654	1		30006:1	100	2016/08/03:2016/08/31	1
30200655	1		30006:1	100	2016/08/03:2016/08/31	1
30200656	1		30006:1	100	2016/08/03:2016/08/31	1
30200657	1		30006:1	100	2016/08/03:2016/08/31	1
30200658	1		30006:1	100	2016/08/03:2016/08/31	1
30200659	1		30006:1	100	2016/08/03:2016/08/31	1
30200660	1		30006:1	100	2016/08/03:2016/08/31	1
30200661	1		30006:1	100	2016/08/03:2016/08/31	1
30200662	1		30006:1	100	2016/08/03:2016/08/31	1
30200663	1		30006:1	100	2016/08/03:2016/08/31	1
30200664	1		30006:1	100	2016/08/03:2016/08/31	1
30200665	1		30006:1	100	2016/08/03:2016/08/31	1
30200666	1		30006:1	100	2016/08/03:2016/08/31	1
30200667	1		30006:1	100	2016/08/03:2016/08/31	1
30200668	1		30006:1	100	2016/08/03:2016/08/31	1
30200669	1		30006:1	100	2016/08/03:2016/08/31	1
30200670	1		30006:1	100	2016/08/03:2016/08/31	1
30200671	1		30006:1	100	2016/08/03:2016/08/31	1
30200672	1		30006:1	100	2016/08/03:2016/08/31	1
30200673	1		30006:1	100	2016/08/03:2016/08/31	1
30200674	1		30006:1	100	2016/08/03:2016/08/31	1
30200675	1		30006:1	100	2016/08/03:2016/08/31	1
30200676	1		30006:1	100	2016/08/03:2016/08/31	1
30200677	1		30006:1	100	2016/08/03:2016/08/31	1
30200678	1		30006:1	100	2016/08/03:2016/08/31	1
30200679	1		30006:1	100	2016/08/03:2016/08/31	1
30200680	1		30006:1	100	2016/08/03:2016/08/31	1
30200681	1		30006:1	100	2016/08/03:2016/08/31	1
30200682	1		30006:1	100	2016/08/03:2016/08/31	1
30200683	1		30006:1	100	2016/08/03:2016/08/31	1
30200684	1		30006:1	100	2016/08/03:2016/08/31	1
30200685	1		30006:1	100	2016/08/03:2016/08/31	1
30200686	1		30006:1	100	2016/08/03:2016/08/31	1
30200687	1		30006:1	100	2016/08/03:2016/08/31	1
30200688	1		30006:1	100	2016/08/03:2016/08/31	1
30200689	1		30006:1	100	2016/08/03:2016/08/31	1
30200690	1		30006:1	100	2016/08/03:2016/08/31	1
30200691	1		30006:1	100	2016/08/03:2016/08/31	1
30200692	1		30006:1	100	2016/08/03:2016/08/31	1
30200693	1		30006:1	100	2016/08/03:2016/08/31	1
30200694	1		30006:1	100	2016/08/03:2016/08/31	1
30200695	1		30006:1	100	2016/08/03:2016/08/31	1
30200696	1		30006:1	100	2016/08/03:2016/08/31	1
30200697	1		30006:1	100	2016/08/03:2016/08/31	1
30200698	1		30006:1	100	2016/08/03:2016/08/31	1
30200699	1		30006:1	100	2016/08/03:2016/08/31	1
30200700	1		30006:1	100	2016/08/03:2016/08/31	1
30200701	1		30006:1	100	2016/08/03:2016/08/31	1
30200702	1		30006:1	100	2016/08/03:2016/08/31	1
30200703	1		30006:1	100	2016/08/03:2016/08/31	1
30200704	1		30006:1	100	2016/08/03:2016/08/31	1
30200705	1		30006:1	100	2016/08/03:2016/08/31	1
30200706	1		30006:1	100	2016/08/03:2016/08/31	1
30200707	1		30006:1	100	2016/08/03:2016/08/31	1
30200708	1		30006:1	100	2016/08/03:2016/08/31	1
30200709	1		30006:1	100	2016/08/03:2016/08/31	1
30200710	1		30006:1	100	2016/08/03:2016/08/31	1
30200711	1		30006:1	100	2016/08/03:2016/08/31	1
30200712	1		30006:1	100	2016/08/03:2016/08/31	1
30200713	1		30006:1	100	2016/08/03:2016/08/31	1
30200714	1		30006:1	100	2016/08/03:2016/08/31	1
30200715	1		30006:1	100	2016/08/03:2016/08/31	1
30200716	1		30006:1	100	2016/08/03:2016/08/31	1
30200717	1		30006:1	100	2016/08/03:2016/08/31	1
30200718	1		30006:1	100	2016/08/03:2016/08/31	1
30200719	1		30006:1	100	2016/08/03:2016/08/31	1
30200720	1		30006:1	100	2016/08/03:2016/08/31	1
30200721	1		30006:1	100	2016/08/03:2016/08/31	1
30200722	1		30006:1	100	2016/08/03:2016/08/31	1
30200723	1		30006:1	100	2016/08/03:2016/08/31	1
30200724	1		30006:1	100	2016/08/03:2016/08/31	1
30200725	1		30006:1	100	2016/08/03:2016/08/31	1
30200726	1		30006:1	100	2016/08/03:2016/08/31	1
30200727	1		30006:1	100	2016/08/03:2016/08/31	1
30200728	1		30006:1	100	2016/08/03:2016/08/31	1
30200729	1		30006:1	100	2016/08/03:2016/08/31	1
30200730	1		30006:1	100	2016/08/03:2016/08/31	1
30200731	1		30006:1	100	2016/08/03:2016/08/31	1
30200732	1		30006:1	100	2016/08/03:2016/08/31	1
30200733	1		30006:1	100	2016/08/03:2016/08/31	1
30200734	1		30006:1	100	2016/08/03:2016/08/31	1
30200735	1		30006:1	100	2016/08/03:2016/08/31	1
30200736	1		30006:1	100	2016/08/03:2016/08/31	1
30200737	1		30006:1	100	2016/08/03:2016/08/31	1
30200738	1		30006:1	100	2016/08/03:2016/08/31	1
30200739	1		30006:1	100	2016/08/03:2016/08/31	1
30200740	1		30006:1	100	2016/08/03:2016/08/31	1
30200741	1		30006:1	100	2016/08/03:2016/08/31	1
30200742	1		30006:1	100	2016/08/03:2016/08/31	1
30200743	1		30006:1	100	2016/08/03:2016/08/31	1
30200744	1		30006:1	100	2016/08/03:2016/08/31	1
30200745	1		30006:1	100	2016/08/03:2016/08/31	1
30200746	1		30006:1	100	2016/08/03:2016/08/31	1
30200747	1		30006:1	100	2016/08/03:2016/08/31	1
30200748	1		30006:1	100	2016/08/03:2016/08/31	1
30200749	1		30006:1	100	2016/08/03:2016/08/31	1
30200750	1		30006:1	100	2016/08/03:2016/08/31	1
30200751	1		30006:1	100	2016/08/03:2016/08/31	1
30200752	1		30006:1	100	2016/08/03:2016/08/31	1
30200753	1		30006:1	100	2016/08/03:2016/08/31	1
30200754	1		30006:1	100	2016/08/03:2016/08/31	1
30200755	1		30006:1	100	2016/08/03:2016/08/31	1
30200756	1		30006:1	100	2016/08/03:2016/08/31	1
30200757	1		30006:1	100	2016/08/03:2016/08/31	1
30200758	1		30006:1	100	2016/08/03:2016/08/31	1
30200759	1		30006:1	100	2016/08/03:2016/08/31	1
30200760	1		30006:1	100	2016/08/03:2016/08/31	1
30200761	1		30006:1	100	2016/08/03:2016/08/31	1
30200762	1		30006:1	100	2016/08/03:2016/08/31	1
30200763	1		30006:1	100	2016/08/03:2016/08/31	1
30200764	1		30006:1	100	2016/08/03:2016/08/31	1
30200765	1		30006:1	100	2016/08/03:2016/08/31	1
30200766	1		30006:1	100	2016/08/03:2016/08/31	1
30200767	1		30006:1	100	2016/08/03:2016/08/31	1
30200768	1		30006:1	100	2016/08/03:2016/08/31	1
30200769	1		30006:1	100	2016/08/03:2016/08/31	1
30200770	1		30006:1	100	2016/08/03:2016/08/31	1
30200771	1		30006:1	100	2016/08/03:2016/08/31	1
30200772	1		30006:1	100	2016/08/03:2016/08/31	1
30200773	1		30006:1	100	2016/08/03:2016/08/31	1
30200774	1		30006:1	100	2016/08/03:2016/08/31	1
30200775	1		30006:1	100	2016/08/03:2016/08/31	1
30200776	1		30006:1	100	2016/08/03:2016/08/31	1
30200777	1		30006:1	100	2016/08/03:2016/08/31	1
30200778	1		30006:1	100	2016/08/03:2016/08/31	1
30200779	1		30006:1	100	2016/08/03:2016/08/31	1
30200780	1		30006:1	100	2016/08/03:2016/08/31	1
30200781	1		30006:1	100	2016/08/03:2016/08/31	1
30200782	1		30006:1	100	2016/08/03:2016/08/31	1
30200783	1		30006:1	100	2016/08/03:2016/08/31	1
30200784	1		30006:1	100	2016/08/03:2016/08/31	1
30200785	1		30006:1	100	2016/08/03:2016/08/31	1
30200786	1		30006:1	100	2016/08/03:2016/08/31	1
30200787	1		30006:1	100	2016/08/03:2016/08/31	1
30200788	1		30006:1	100	2016/08/03:2016/08/31	1
30200789	1		30006:1	100	2016/08/03:2016/08/31	1
30200790	1		30006:1	100	2016/08/03:2016/08/31	1
30200791	1		30006:1	100	2016/08/03:2016/08/31	1
30200792	1		30006:1	100	2016/08/03:2016/08/31	1
30200793	1		30006:1	100	2016/08/03:2016/08/31	1
30200794	1		30006:1	100	2016/08/03:2016/08/31	1
30200795	1		30006:1	100	2016/08/03:2016/08/31	1
30200796	1		30006:1	100	2016/08/03:2016/08/31	1
30200797	1		30006:1	100	2016/08/03:2016/08/31	1
30200798	1		30006:1	100	2016/08/03:2016/08/31	1
30200799	1		30006:1	100	2016/08/03:2016/08/31	1
30200800	1		30006:1	100	2016/08/03:2016/08/31	1
30200801	1		30006:1	100	2016/08/03:2016/08/31	1
30200802	1		30006:1	100	2016/08/03:2016/08/31	1
30200803	1		30006:1	100	2016/08/03:2016/08/31	1
30200804	1		30006:1	100	2016/08/03:2016/08/31	1
30200805	1		30006:1	100	2016/08/03:2016/08/31	1
30200806	1		30006:1	100	2016/08/03:2016/08/31	1
30200807	1		30006:1	100	2016/08/03:2016/08/31	1
30200808	1		30006:1	100	2016/08/03:2016/08/31	1
30200809	1		30006:1	100	2016/08/03:2016/08/31	1
30200810	1		30006:1	100	2016/08/03:2016/08/31	1
30200811	1		30006:1	100	2016/08/03:2016/08/31	1
30200812	1		30006:1	100	2016/08/03:2016/08/31	1
30200813	1		30006:1	100	2016/08/03:2016/08/31	1
30200814	1		30006:1	100	2016/08/03:2016/08/31	1
30200815	1		30006:1	100	2016/08/03:2016/08/31	1
30200816	1		30006:1	100	2016/08/03:2016/08/31	1
30200817	1		30006:1	100	2016/08/03:2016/08/31	1
30200818	1		30006:1	100	2016/08/03:2016/08/31	1
30200819	1		30006:1	100	2016/08/03:2016/08/31	1
30200820	1		30006:1	100	2016/08/03:2016/08/31	1
30200821	1		30006:1	100	2016/08/03:2016/08/31	1
30200822	1		30006:1	100	2016/08/03:2016/08/31	1
30200823	1		30006:1	100	2016/08/03:2016/08/31	1
30200824	1		30006:1	100	2016/08/03:2016/08/31	1
30200825	1		30006:1	100	2016/08/03:2016/08/31	1
30200826	1		30006:1	100	2016/08/03:2016/08/31	1
30200827	1		30006:1	100	2016/08/03:2016/08/31	1
30200828	1		30006:1	100	2016/08/03:2016/08/31	1
30200829	1		30006:1	100	2016/08/03:2016/08/31	1
30200830	1		30006:1	100	2016/08/03:2016/08/31	1
30200831	1		30006:1	100	2016/08/03:2016/08/31	1
30200832	1		30006:1	100	2016/08/03:2016/08/31	1
30200833	1		30006:1	100	2016/08/03:2016/08/31	1
30200834	1		30006:1	100	2016/08/03:2016/08/31	1
30200835	1		30006:1	100	2016/08/03:2016/08/31	1
30200836	1		30006:1	100	2016/08/03:2016/08/31	1
30200837	1		30006:1	100	2016/08/03:2016/08/31	1
30200838	1		30006:1	100	2016/08/03:2016/08/31	1
30200839	1		30006:1	100	2016/08/03:2016/08/31	1
30200840	1		30006:1	100	2016/08/03:2016/08/31	1
30200841	1		30006:1	100	2016/08/03:2016/08/31	1
30200842	1		30006:1	100	2016/08/03:2016/08/31	1
30200843	1		30006:1	100	2016/08/03:2016/08/31	1
30200844	1		30006:1	100	2016/08/03:2016/08/31	1
30200845	1		30006:1	100	2016/08/03:2016/08/31	1
30200846	1		30006:1	100	2016/08/03:2016/08/31	1
30200847	1		30006:1	100	2016/08/03:2016/08/31	1
30200848	1		30006:1	100	2016/08/03:2016/08/31	1
30200849	1		30006:1	100	2016/08/03:2016/08/31	1
30200850	1		30006:1	100	2016/08/03:2016/08/31	1
30200851	1		30006:1	100	2016/08/03:2016/08/31	1
30200852	1		30006:1	100	2016/08/03:2016/08/31	1
30200853	1		30006:1	100	2016/08/03:2016/08/31	1
30200854	1		30006:1	100	2016/08/03:2016/08/31	1
30200855	1		30006:1	100	2016/08/03:2016/08/31	1
30200856	1		30006:1	100	2016/08/03:2016/08/31	1
30200857	1		30006:1	100	2016/08/03:2016/08/31	1
30200858	1		30006:1	100	2016/08/03:2016/08/31	1
30200859	1		30006:1	100	2016/08/03:2016/08/31	1
30200860	1		30006:1	100	2016/08/03:2016/08/31	1
30200861	1		30006:1	100	2016/08/03:2016/08/31	1
30200862	1		30006:1	100	2016/08/03:2016/08/31	1
30200863	1		30006:1	100	2016/08/03:2016/08/31	1
30200864	1		30006:1	100	2016/08/03:2016/08/31	1
30200865	1		30006:1	100	2016/08/03:2016/08/31	1
30200866	1		30006:1	100	2016/08/03:2016/08/31	1
30200867	1		30006:1	100	2016/08/03:2016/08/31	1
30200868	1		30006:1	100	2016/08/03:2016/08/31	1
30200869	1		30006:1	100	2016/08/03:2016/08/31	1
30200870	1		30006:1	100	2016/08/03:2016/08/31	1
30200871	1		30006:1	100	2016/08/03:2016/08/31	1
30200872	1		30006:1	100	2016/08/03:2016/08/31	1
30200873	1		30006:1	100	2016/08/03:2016/08/31	1
30200874	1		30006:1	100	2016/08/03:2016/08/31	1
30200875	1		30006:1	100	2016/08/03:2016/08/31	1
30200876	1		30006:1	100	2016/08/03:2016/08/31	1
30200877	1		30006:1	100	2016/08/03:2016/08/31	1
30200878	1		30006:1	100	2016/08/03:2016/08/31	1
30200879	1		30006:1	100	2016/08/03:2016/08/31	1
30200880	1		30006:1	100	2016/08/03:2016/08/31	1
30200881	1		30006:1	100	2016/08/03:2016/08/31	1
30200882	1		30006:1	100	2016/08/03:2016/08/31	1
30200883	1		30006:1	100	2016/08/03:2016/08/31	1
30200884	1		30006:1	100	2016/08/03:2016/08/31	1
30200885	1		30006:1	100	2016/08/03:2016/08/31	1
30200886	1		30006:1	100	2016/08/03:2016/08/31	1
30200887	1		30006:1	100	2016/08/03:2016/08/31	1
30200888	1		30006:1	100	2016/08/03:2016/08/31	1
30200889	1		30006:1	100	2016/08/03:2016/08/31	1
30200890	1		30006:1	100	2016/08/03:2016/08/31	1
30200891	1		30006:1	100	2016/08/03:2016/08/31	1
30200892	1		30006:1	100	2016/08/03:2016/08/31	1
30200893	1		30006:1	100	2016/08/03:2016/08/31	1
30200894	1		30006:1	100	2016/08/03:2016/08/31	1
30200895	1		30006:1	100	2016/08/03:2016/08/31	1
30200896	1		30006:1	100	2016/08/03:2016/08/31	1
30200897	1		30006:1	100	2016/08/03:2016/08/31	1
30200898	1		30006:1	100	2016/08/03:2016/08/31	1
30200899	1		30006:1	100	2016/08/03:2016/08/31	1
30200900	1		30006:1	100	2016/08/03:2016/08/31	1
30200901	1		30006:1	100	2016/08/03:2016/08/31	1
30200902	1		30006:1	100	2016/08/03:2016/08/31	1
30200903	1		30006:1	100	2016/08/03:2016/08/31	1
30200904	1		30006:1	100	2016/08/03:2016/08/31	1
30200905	1		30006:1	100	2016/08/03:2016/08/31	1
30200906	1		30006:1	100	2016/08/03:2016/08/31	1
30200907	1		30006:1	100	2016/08/03:2016/08/31	1
30200908	1		30006:1	100	2016/08/03:2016/08/31	1
30200909	1		30006:1	100	2016/08/03:2016/08/31	1
30200910	1		30006:1	100	2016/08/03:2016/08/31	1
30200911	1		30006:1	100	2016/08/03:2016/08/31	1
