物品ID	物品图标	掉落模型	物品名字	物品类型名称	物品介绍	限制等级	职业限制	物品品质	物品类型	装备部件	打孔器位置	熔炼值	消耗类型	消耗数值	使用CD	购买货币	购买价格	出售价格	最大叠加数	是否可强化	打孔类型	是否可打孔	增加类型1	增加数值1	增加类型2	增加数值2	礼包物品	触发任务ID	装备外观	来源	最小物理攻击	最大物理攻击	最小物理防御	最大物理防御	最小魔法攻击	最大魔法攻击	最小魔法防御	最大魔法防御	最小生命值	最大生命值	最小物理暴击	最大物理暴击	最小魔法暴击	最大魔法暴击	最小物理抗暴击	最大物理抗暴击	最小魔法抗暴击	最大魔法抗暴击	最小格挡率	最大格挡率	最小闪避率	最大闪避率	最小魔法回复率	最大魔法回复率	最小格挡值	最大格挡值	最小命中率	最大命中率	最小血球回复率	最大血球回复率
81001009	iconspLEI_1.png		雷牙9级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001010	iconspLEI_1.png		雷牙10级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001011	iconspLEI_1.png		雷牙11级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001012	iconspLEI_1.png		雷牙12级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001013	iconspLEI_1.png		雷牙13级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001014	iconspLEI_1.png		雷牙14级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001015	iconspLEI_1.png		雷牙15级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001016	iconspLEI_1.png		雷牙16级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001017	iconspLEI_1.png		雷牙17级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001018	iconspLEI_1.png		雷牙18级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001019	iconspLEI_1.png		雷牙19级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81001020	iconspLEI_1.png		雷牙20级	附魔碎片	合成雷之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002001	iconspLEI_2.png		雷暴1级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	1:1090;1:1162;3:0020;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002002	iconspLEI_2.png		雷暴2级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	1:1162;3:0030;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002003	iconspLEI_2.png		雷暴3级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0040;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002004	iconspLEI_2.png		雷暴4级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0050;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002005	iconspLEI_2.png		雷暴5级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002006	iconspLEI_2.png		雷暴6级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002007	iconspLEI_2.png		雷暴7级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002008	iconspLEI_2.png		雷暴8级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002009	iconspLEI_2.png		雷暴9级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002010	iconspLEI_2.png		雷暴10级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002011	iconspLEI_2.png		雷暴11级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002012	iconspLEI_2.png		雷暴12级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002013	iconspLEI_2.png		雷暴13级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002014	iconspLEI_2.png		雷暴14级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002015	iconspLEI_2.png		雷暴15级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002016	iconspLEI_2.png		雷暴16级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002017	iconspLEI_2.png		雷暴17级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002018	iconspLEI_2.png		雷暴18级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002019	iconspLEI_2.png		雷暴19级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81002020	iconspLEI_2.png		雷暴20级	附魔碎片	合成雷之附魔所需的第2片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003001	iconspLEI_3.png		雷震1级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	1:1093;1:1166;3:0020;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003002	iconspLEI_3.png		雷震2级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	1:1166;3:0030;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003003	iconspLEI_3.png		雷震3级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0040;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003004	iconspLEI_3.png		雷震4级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0050;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003005	iconspLEI_3.png		雷震5级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003006	iconspLEI_3.png		雷震6级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003007	iconspLEI_3.png		雷震7级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003008	iconspLEI_3.png		雷震8级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003009	iconspLEI_3.png		雷震9级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003010	iconspLEI_3.png		雷震10级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003011	iconspLEI_3.png		雷震11级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003012	iconspLEI_3.png		雷震12级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003013	iconspLEI_3.png		雷震13级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003014	iconspLEI_3.png		雷震14级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003015	iconspLEI_3.png		雷震15级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003016	iconspLEI_3.png		雷震16级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003017	iconspLEI_3.png		雷震17级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003018	iconspLEI_3.png		雷震18级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003019	iconspLEI_3.png		雷震19级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81003020	iconspLEI_3.png		雷震20级	附魔碎片	合成雷之附魔所需的第3片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004001	iconspLEI_4.png		雷鸣1级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	1:1097;1:1170;3:0020;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004002	iconspLEI_4.png		雷鸣2级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	1:1170;3:0030;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004003	iconspLEI_4.png		雷鸣3级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0040;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004004	iconspLEI_4.png		雷鸣4级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0050;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004005	iconspLEI_4.png		雷鸣5级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004006	iconspLEI_4.png		雷鸣6级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004007	iconspLEI_4.png		雷鸣7级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004008	iconspLEI_4.png		雷鸣8级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004009	iconspLEI_4.png		雷鸣9级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004010	iconspLEI_4.png		雷鸣10级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004011	iconspLEI_4.png		雷鸣11级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004012	iconspLEI_4.png		雷鸣12级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004013	iconspLEI_4.png		雷鸣13级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004014	iconspLEI_4.png		雷鸣14级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004015	iconspLEI_4.png		雷鸣15级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004016	iconspLEI_4.png		雷鸣16级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004017	iconspLEI_4.png		雷鸣17级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004018	iconspLEI_4.png		雷鸣18级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004019	iconspLEI_4.png		雷鸣19级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81004020	iconspLEI_4.png		雷鸣20级	附魔碎片	合成雷之附魔所需的第4片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001001	iconspHUO_1.png		火炎1级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	1:1150;3:0020;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001002	iconspHUO_1.png		火炎2级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0030;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001003	iconspHUO_1.png		火炎3级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0040;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001004	iconspHUO_1.png		火炎4级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	0	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0	3:0050;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001005	iconspHUO_1.png		火炎5级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001006	iconspHUO_1.png		火炎6级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001007	iconspHUO_1.png		火炎7级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001008	iconspHUO_1.png		火炎8级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	1	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001009	iconspHUO_1.png		火炎9级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001010	iconspHUO_1.png		火炎10级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001011	iconspHUO_1.png		火炎11级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001012	iconspHUO_1.png		火炎12级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	2	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001013	iconspHUO_1.png		火炎13级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001014	iconspHUO_1.png		火炎14级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001015	iconspHUO_1.png		火炎15级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001016	iconspHUO_1.png		火炎16级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	4	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001017	iconspHUO_1.png		火炎17级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001018	iconspHUO_1.png		火炎18级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82001019	iconspHUO_1.png		火炎19级	附魔碎片	合成火之附魔所需的第1片材料。	0	0	5	8	0			0	0	0	0	0	10	999	1			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
