场景ID	场景类型	对应副本ID	开放需求	场景名称	场景介绍	场景名称图片	场景小标题	消耗体力	副本显示物品列表	小怪掉落列表	小怪掉落数量最大限制	小怪概率	boss掉落列表	boss掉落数量限制	boss掉落概率	隐藏boss掉落列表	隐藏boss掉落数量限制	隐藏boss掉落概率	金币掉落数量	金币图标	单个图标数量	翻牌奖励1列表	翻牌奖励2列表	经验奖励	场景地图资源	地图图标	怪物半身像	复活方式	复活坐标X	复活坐标Y	复活朝向	复活倒计时	最低进入等级	最高进入等级	宝石孔位	洗练属性	是否携带小伙伴进入	公共副本	每日限制进入次数	通关次数限制	开启时间	关闭时间	背景音乐	特殊限制	角色尾巴类型	主角阴影类型	怪物阴影类型	场景天气特效	神秘商店出现几率	预防作弊	怪物数量	关卡脚本	大关卡	隐藏关卡进入条件	怪物动画1	缩放1	怪物动画2	缩放2	怪物动画3	缩放3	速度修正比	是否创建炫纹
1090	4	5	1089	关卡90	传说剑之浪人是岩之浪人的兄弟，擅使一手好剑法，他拦在必经之路上，到底所谓何事？	font_5.png	第90关	5	30000007;73000001;91000001;43104005;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;41104005:1:175;42104005:1:150;43104005:1:75;41204005:1:175;42204005:1:150;43204005:1:75;41304005:1:175;42304005:1:150;43304005:1:75;41404005:1:175;42404005:1:150;43404005:1:75;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				456	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_10_senlin	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104002	12	copy_1090	monster_LLJK		monster_boss_014_idle	0.9	monster_boss_013_idle	0.9	leg_ui_idle	0.4	1	
1091	2	5	1090	关卡91	剑之浪人斗志顽强，纵然败给冒险家也绝不退让，那就再干掉他一次吧！	font_5.png	第91关	5	30000007;72000001;43004004;	72000001:5:1;30000001:10:1;43004004:1:1;	3:10000;	100							460	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_11_senlin	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104003	16	copy_1091			monster_018_idle	0.9	monster_008_idle	0.9	monster_boss_013_idle	0.9	1	
1092	2	5	1091	关卡92	总算击退剑之浪人，但随后又遇到了赤尾蝎人，千万不能大意！	font_5.png	第92关	5	30000007;73000001;41006502;	73000001:5:1;30000002:10:1;41006502:1:1;	3:10000;	100							464	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_12_senlin	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104101	16	copy_1092			monster_006_idle	0.9	monster_008_idle	0.9	monster_002_idle	0.9	1	
1093	4	5	1092	关卡93	黄沙戈壁最强战力组合，但目标为天空之城的冒险家们，岂会在此停滞！	font_5.png	第93关	5	30000007;73000001;91000001;43102005;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;41102005:1:175;42102005:1:150;43102005:1:75;41202005:1:175;42202005:1:150;43202005:1:75;41302005:1:175;42302005:1:150;43302005:1:75;41402005:1:175;42402005:1:150;43402005:1:75;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				468	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_13_senlin	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104102	9	copy_1093	monster_SR		monster_boss_013_idle	0.9	monster_015_idle	0.9	monster_boss_016_idle	0.6	1	
1094	2	5	1093	关卡94	眼看着黄沙戈壁也将突破，再加一把劲吧！	font_5.png	第94关	5	30000007;72000001;41006102;	72000001:5:1;30000003:10:1;41006102:1:1;	3:10000;	100							472	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_14_senlin	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104201	18	copy_1094			monster_008_idle	0.9	monster_018_idle	0.9	monster_boss_014_idle	0.9	1	
1095	2	5	1094	关卡95	前方也是巨人的活动区域，小心谨慎的过去吧！	font_5.png	第95关	5	30000007;72000001;42006502;	72000001:5:1;30000004:10:1;42006502:1:1;	3:10000;	100							476	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_15_hubian	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104202	7	copy_1095			monster_boss_016_idle	0.6	leg_ui_idle	0.4	monster_boss_013_idle	0.9	1	
1096	2	5	1095	关卡96	牛头酋长恼羞成怒，这次决定痛下杀手！	font_5.png	第96关	5	30000007;73000001;42006102;	73000001:5:1;30000005:10:1;42006102:1:1;	3:10000;	100							480	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_16_hubian	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104301	17	copy_1096			monster_006_idle	0.9	monster_boss_004_idle	0.9	monster_008_idle	0.9	1	
1097	4	5	1096	关卡97	岩之浪人！这可是黄沙戈壁最厉害的狠角色！	font_5.png	第97关	5	30000007;73000001;91000001;43105005;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;41105005:1:175;42105005:1:150;43105005:1:75;41205005:1:175;42205005:1:150;43205005:1:75;41305005:1:175;42305005:1:150;43305005:1:75;41405005:1:175;42405005:1:150;43405005:1:75;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				484	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_17_hubian	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104302	3	copy_1097	monster_JDS		monster_boss_016_idle	0.6	leg_ui_idle	0.4	monster_boss_015_idle	0.9	1	
1098	2	5	1097	关卡98	摆脱了岩之浪人，也看到了黄沙戈壁的出口，终于，天空之城只有一半距离了！	font_5.png	第98关	5	30000007;72000001;	72000001:5:1;30000006:10:1;	2:10000;	100							488	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_18_hubian	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104401	16	copy_1098			monster_002_idle	0.9	monster_006_idle	0.9	monster_boss_014_idle	0.9	1	
1099	2	5	1098	关卡99	想不到在黄沙戈壁出口还有巨人活动，不要惊动他们，悄悄路过吧！	font_5.png	第99关	5	30000007;72000001;	72000001:5:1;30000001:10:1;	2:10000;	100							492	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_19_hubian	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104402	15	copy_1099			monster_018_idle	0.9	leg_ui_idle	0.4	monster_015_idle	0.9	1	
1100	4	5	1099	关卡100	不好，被你打败的岩之浪人竟然重生在黄沙戈壁的出口处！	font_5.png	第100关	5	30000007;73000001;91000001;43103005;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;41103005:1:175;42103005:1:150;43103005:1:75;41203005:1:175;42203005:1:150;43203005:1:75;41303005:1:175;42303005:1:150;43303005:1:75;41403005:1:175;42403005:1:150;43403005:1:75;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				496	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	5_20_hubian	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104501	5	copy_1100	monster_JDS		monster_boss_016_idle	0.6	monster_boss_015_idle	0.9	monster_boss_004_idle	0.9	1	
1101	2	6	1100	关卡101	脱离了黄沙戈壁，此站是火龙之巢，这是荣耀中四大森林的第三个！	font_6.png	第101关	5	73000001;30000002;86001018;	73000001:5:1;30000002:10:1;86001018:1:1;	3:10000;	100							500	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	6_1_hubian	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104502	30	copy_1101			monster_001_idle_red	0.9	monster_020_idle	0.9	monster_010_idle	0.9	1	
1102	4	6	1101	关卡102	森林中烈火熊熊，而火之元素也应运而生！小心他们灼热的身躯！	font_6.png	第102关	5	30000007;73000001;91000001;43104005;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;	1:10000;	20	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:1:250;41104005:1:175;42104005:1:75;43104005:1:38;41204005:1:175;42204005:1:75;43204005:1:38;41404005:1:175;42404005:1:75;43404005:1:38;41304005:1:175;42304005:1:75;43304005:1:38;86001018:1:800;	1:1100;2:3000;3:2300;4:2000;5:1000;6:400;7:200;	100				504	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	6_2_hubian	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104601	18	copy_1102	monster_ZDGBL		monster_001_idle_red	0.9	monster_019_idle	0.9	monster_010_idle	0.9	1	
1103	2	6	1102	关卡103	久居火龙之巢，连猫妖也变异了！通体赤红的炎猫妖袭来！	font_6.png	第103关	5	72000001;30000003;86001018;	72000001:5:1;30000003:10:1;86001018:1:1;	3:10000;	100							508	drop_money.png	4	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	71000001:1:1000;71000001:1:1000;71000001:1:1000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;72000001:1:2000;73000001:1:1000;73000001:1:1000;73000001:1:1000;73000001:1:1000;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;30000001:1:250;30000002:1:250;30000003:1:250;30000004:1:250;30000005:1:250;30000006:1:250;91000001:1:250;91000001:2:250;70000005:1:300;	75	6_3_hubian	0	0	0	240	120	0	0	1	100	4	0	1	0	0	0	0	0	normal_monster.mp3	0	0	0	0	0	5	104602	28	copy_1103			monster_021_idle	0.9	trap_fireDragon_idle_ui	0.8	monster_011_idle	0.9	1	
