怪物ID	对象类型	名称	怪物头像资源	二级名称	外观	血条	闲聊对话	地位	是否稀有	等级	类型	生命值	物理攻击	物理防御	魔法攻击	魔法防御	物理暴击	魔法暴击	物理暴击抵抗	魔法暴击抵抗	命中率	闪避率	格挡率	格挡值	职业	经验值	随身BUFF1	随身BUFF2	随身BUFF3	随身BUFF4	随身BUFF5	速度	AI	追踪频率	AI激活距离	出生动作	普通攻击	技能1	技能2	技能3	技能4	技能5	技能6	技能7	技能8	技能9	技能10	技能11	技能12	技能13	技能14	普通攻击权重	技能1权重	技能2权重	技能3权重	技能4权重	技能5权重	技能6权重	技能7权重	技能8权重	技能9权重	起身技能概率	反击技能概率	围绕最小距离	围绕最大距离	获得声望	金币掉落数量限制	道具掉落数量限制	阵营	刷新广播	击杀广播	不被击退	不被击飞	不被打断	攻击强制开始时间	模型大小比例	属性自适应
102802	3	冰霜哥布林	monster_GBL.png	0	100104	2	0	2		16	0	8770	305	120	0	131	119	0	752	752	443	0	0	8000	0	0	0	0	0	0	0	140	2001	1000	1024	monster_001_blue_born_2	21001007	21001017														400	0	0								0	0	600	900		100	1	1			0	0	0	2000	1	0
102803	3	龙女	monster_LN.png	0	100401	1	0	1		16	0	13155	0	156	389	165	0	79	752	752	443	0	0	8000	0	0	0	0	0	0	0	110	2001	1200	1024	monster_011_born_0	21011001	21011007									21011005	21011006				100	100	0								100	100	700	950		100	1	1			0	0	0	2000	1	0
102901	3	冰霜狼人	monster_BSLR.png	0	100701	2	0	2		16	0	8770	322	122	243	133	65	0	752	752	443	0	0	8000	0	0	0	0	0	0	0	110	100702	1100	750	monster_004_born_3	21004001	21004002									21004011					100	200	300								0	0	200	650		100	3	1			0	0	0	2000	1	0
102902	3	冰霜狼人大哥	monster_BSLR.png	0	100701	2	0	1		16	0	13155	439	159	330	167	65	0	752	752	443	0	0	8000	0	0	0	0	0	0	0	110	2001	1100	750	monster_004_born_3	21004001	21004014	21004015								21004011	21004007	21004008			100	200	300								0	100	200	650		100	3	1			0	0	0	2000	1.2	0
102903	3	牛头人勇士	monster_PTNTG.png	0	101901	14	0	0		16	0	135274	1144	307	0	335	57	0	752	752	443	0	0	8000	0	0	0	0	0	0	0	145	2001	1100	1024	monster_008_dash	21008001	21008002	21008003								21008005	21008006	21008008			100	100	300								150	0	150	350		100	1	1			0	0	0	2000	1	0
103001	3	冰霜哥布林	monster_GBL.png	0	100104	2	0	1		16	0	13155	464	178	0	188	126	0	752	752	443	0	0	8000	0	0	0	0	0	0	0	140	2001	1000	1024	monster_001_blue_born_2	21001007	21001017	21001205								21001103	21001104				400	0	0								0	100	600	900		100	1	1			0	0	0	2000	1	0
103002	3	龙女	monster_LN.png	0	100401	1	0	1		16	0	13155	0	178	435	188	0	84	752	752	443	0	0	8000	0	0	0	0	0	0	0	110	2001	1200	1024	monster_011_born_0	21011001	21011007	21011002								21011005	21011006				100	100	0								0	100	700	950		100	1	1			0	0	0	2000	1	0
103003	3	哥布林亚种	monster_GBL.png	0	100105	11	0	0		16	0	110880	1189	309	0	337	126	0	752	752	443	0	0	8000	0	0	0	0	0	0	0	150	2002	2000	100	monster_001_naked_born_0	21001016	21001204														100	0	0								150	0	110	200		100	1	1			0	0	0	2000	1.2	0
103101	3	牛头人勇士	monster_PTNTG.png	0	101901	1	0	2		17	0	13225	360	120	0	136	62	0	793	793	469	0	0	8000	0	0	0	0	0	0	0	145	2001	1100	1024	monster_008_dash	21008001	21008002									21008008					100	100	300								0	0	150	350		100	1	1			0	0	0	2000	1	0
103102	3	冰霜狼人	monster_BSLR.png	0	100701	2	0	2		17	0	10840	360	114	272	129	71	0	793	793	469	0	0	8000	0	0	0	0	0	0	0	110	100702	1100	750	monster_004_born_3	21004001	21004002									21004011					100	200	300								0	0	200	650		100	3	1			0	0	0	2000	1	0
103103	3	龙女	monster_LN.png	0	100401	1	0	1		17	0	16260	0	171	459	183	0	89	793	793	469	0	0	8000	0	0	0	0	0	0	0	110	2001	1200	1024	monster_011_born_0	21011001	21011007	21011002								21011005	21011006				100	100	0								100	100	700	950		100	1	1			0	0	0	2000	1	0
103201	3	冰霜狼人大哥	monster_BSLR.png	0	100701	2	0	1		17	0	16260	515	173	386	185	74	0	793	793	469	0	0	8000	0	0	0	0	0	0	0	110	2001	1100	750	monster_004_born_3	21004001	21004014	21004015								21004011					100	200	300								0	100	200	650		100	3	1			0	0	0	2000	1.2	0
103202	3	哥布林亚种	monster_GBL.png	0	100105	2	0	2		17	0	10840	379	127	0	144	138	0	793	793	469	0	0	8000	0	0	0	0	0	0	0	150	2002	2000	100	monster_001_naked_born_0	21001016															100	0	0								0	0	110	200		100	1	1			0	0	0	2000	1.2	0
103203	3	冰霜哥布林	monster_GBL.png	0	100104	2	0	2		17	0	10840	379	127	0	144	138	0	793	793	469	0	0	8000	0	0	0	0	0	0	0	140	2001	1000	1024	monster_001_blue_born_2	21001007	21001017									21001103	21001104				400	0	0								0	50	600	900		100	1	1			0	0	0	2000	1	0
103301	3	野猪	monster_YZ.png	0	102301	15	0	1		18	0	19365	592	172	0	187	109	0	955	955	528	0	0	8000	0	0	0	0	0	0	0	320	102302	700	2048	monster_006_born	21006001	21006003									21006002	21007006				100	100	0								0	0	400	900		100	1	1			0	0	0	2000	1	0
103302	3	龙女	monster_LN.png	0	100401	1	0	1		18	0	19365	0	172	556	187	0	109	955	955	528	0	0	8000	0	0	0	0	0	0	0	110	2001	1200	1024	monster_011_born_0	21011001	21011007	21011002								21011005	21011006				100	100	0								0	100	700	950		100	1	1			0	0	0	2000	1	0
103303	3	冰霜狼人大哥	monster_BSLR.png	0	100701	2	0	1		18	0	19365	592	163	445	178	87	0	955	955	528	0	0	8000	0	0	0	0	0	0	0	110	2001	1100	750	monster_004_born_3	21004001	21004014	21004015								21004011	21004007	21004008			100	200	300								0	100	200	650		100	3	1			0	0	0	2000	1.2	0
103401	3	野猪	monster_YZ.png	0	102301	15	0	1		18	0	19365	622	182	0	198	112	0	955	955	528	0	0	8000	0	0	0	0	0	0	0	320	102302	700	2048	monster_006_born	21006001	21006003									21006002	21007006				100	100	0								0	0	400	900		100	1	1			0	0	0	2000	1	0
103402	3	冰霜狼人	monster_BSLR.png	0	100701	2	0	2		18	0	12910	459	107	347	127	90	0	955	955	528	0	0	8000	0	0	0	0	0	0	0	110	100702	1100	750	monster_004_born_3	21004001	21004002									21004011					100	200	300								0	0	200	650		100	3	1			0	0	0	2000	1	0
103403	3	冰霜哥布林	monster_GBL.png	0	100104	13	0	0		18	0	136880	1541	324	0	360	168	0	955	955	528	0	0	8000	0	0	0	0	0	0	0	140	2001	1000	1024	monster_001_blue_born_2	21001007	21001017	21001205								21001103	21001104				400	0	0								150	150	600	900		100	1	1			0	0	0	2000	1	0
103501	3	哥布林商人	monster_GBLSR.png	0	102401	21	0	0		18	0	177944	0	320	1520	356	0	81	955	955	528	0	0	8000	0	0	0	0	0	0	0	110	10240201	1000	500	monster_015_born_0	21015001	21015002	21015003	21015004	21015007											200	100	0								150	0	500	900		100	1	1			0	0	0	2000	1	0
103502	3	哥布林亚种	monster_GBL.png	0	100105	2	0	1		18	0	19365	651	193	0	209	173	0	955	955	528	0	0	8000	0	0	0	0	0	0	0	150	2002	2000	100	monster_001_naked_born_0	21001016	21001204									21001105	21001106				100	0	0								0	100	110	200		100	1	1			0	0	0	2000	1.2	0
103503	3	冰霜哥布林	monster_GBL.png	0	100104	2	0	1		18	0	19365	651	193	0	209	173	0	955	955	528	0	0	8000	0	0	0	0	0	0	0	140	2001	1000	1024	monster_001_blue_born_2	21001007	21001017	21001205								21001103	21001104				400	0	0								0	100	600	900		100	1	1			0	0	0	2000	1	0
103601	3	冰霜狼人	monster_BSLR.png	0	100701	2	0	2		18	0	12910	503	120	381	142	94	0	955	955	528	0	0	8000	0	0	0	0	0	0	0	110	100702	1100	750	monster_004_born_3	21004001	21004002									21004011					100	200	300								0	0	200	650		100	3	1			0	0	0	2000	1	0
103602	3	龙女	monster_LN.png	0	100401	1	0	2		18	0	12910	0	126	476	149	0	118	955	955	528	0	0	8000	0	0	0	0	0	0	0	110	2001	1200	1024	monster_011_born_0	21011001	21011007														100	100	0								0	0	700	950		100	1	1			0	0	0	2000	1	0
103603	3	野猪	monster_YZ.png	0	102301	15	0	1		18	0	19365	681	203	0	220	118	0	955	955	528	0	0	8000	0	0	0	0	0	0	0	320	102302	700	2048	monster_006_born	21006001	21006003									21006002	21007006				100	100	0								0	0	400	900		100	1	1			0	0	0	2000	1	0
103701	3	哥布林商人	monster_GBLSR.png	0	102401	100	0	1		19	0	26286	0	218	685	235	0	87	996	996	554	0	0	8000	0	0	0	0	0	0	0	110	102402	1000	500	monster_015_born_0	21015001	21015002	21015003								21015005	21015006				200	100	0								0	0	500	900		100	1	1			0	0	0	2000	1	0
103702	3	冰霜狼人大哥	monster_BSLR.png	0	100701	2	0	2		19	0	13480	530	134	401	158	99	0	996	996	554	0	0	8000	0	0	0	0	0	0	0	110	2003	1100	750	monster_004_born_3	21004001	21004014	21004015								21004011					100	200	300								0	0	200	650		100	3	1			0	0	0	2000	1.2	0
103703	3	牛头人勇士	monster_PTNTG.png	0	101901	1	0	2		19	0	16446	530	141	0	166	87	0	996	996	554	0	0	8000	0	0	0	0	0	0	0	145	2001	1100	1024	monster_008_dash	21008001	21008002									21008008					100	100	300								0	0	150	350		100	1	1			0	0	0	2000	1	0
103801	3	哥布林亚种	monster_GBL.png	0	100105	2	0	2		19	0	13480	553	148	0	174	192	0	996	996	554	0	0	8000	0	0	0	0	0	0	0	150	2002	2000	100	monster_001_naked_born_0	21001016															100	0	0								0	0	110	200		100	1	1			0	0	0	2000	1.2	0
103802	3	冰霜哥布林	monster_GBL.png	0	100104	2	0	2		19	0	13480	553	148	0	174	192	0	996	996	554	0	0	8000	0	0	0	0	0	0	0	140	2001	1000	1024	monster_001_blue_born_2	21001007	21001017														400	0	0								0	0	600	900		100	1	1			0	0	0	2000	1	0
103803	3	牛头人勇士	monster_PTNTG.png	0	101901	1	0	2		19	0	16446	553	148	0	174	90	0	996	996	554	0	0	8000	0	0	0	0	0	0	0	145	2001	1100	1024	monster_008_dash	21008001	21008002									21008008					100	100	300								0	0	150	350		100	1	1			0	0	0	2000	1	0
103901	3	野猪	monster_YZ.png	0	102301	19	0	0		19	0	165390	1841	291	0	335	131	0	996	996	554	0	0	8000	0	0	0	0	0	0	0	320	102302	700	2048	monster_006_born	21006001	21006003														100	100	0								150	0	400	900		100	1	1			0	0	0	2000	1	0
103902	3	冰霜哥布林	monster_GBL.png	0	100104	2	0	1		19	0	20220	777	244	0	264	197	0	996	996	554	0	0	8000	0	0	0	0	0	0	0	140	2001	1000	1024	monster_001_blue_born_2	21001007	21001017	21001205								21001103	21001104				400	0	0								0	100	600	900		100	1	1			0	0	0	2000	1	0
103903	3	冰霜狼人大哥	monster_BSLR.png	0	100701	2	0	2		19	0	13480	576	148	436	174	105	0	996	996	554	0	0	8000	0	0	0	0	0	0	0	110	2003	1100	750	monster_004_born_3	21004001	21004014	21004015								21004011					100	200	300								0	0	200	650		100	3	1			0	0	0	2000	1.2	0
104001	3	冰霜女巫	monster_BSNW.png	0	101301	19	0	0		19	0	162082	0	293	1950	338	0	134	996	996	554	0	0	8000	0	0	0	0	0	0	0	185	101302	1100	1024	monster_boss_007_born_1	22007001	22007002	22007003								22007005	22007006	22007007			300	100	200								150	0	800	900		100	1	1			0	0	0	2000	1	0
104002	3	冰霜狼人	monster_BSLR.png	0	100701	2	0	1		19	0	20220	808	242	608	262	107	0	996	996	554	0	0	8000	0	0	0	0	0	0	0	110	100702	1100	750	monster_004_born_3	21004001	21004002	21004011								21004011	21004007	21004008			100	200	300								100	100	200	650		100	3	1			0	0	0	2000	1	0
104003	3	冰霜狼人大哥	monster_BSLR.png	0	100701	2	0	1		19	0	20220	808	242	608	262	107	0	996	996	554	0	0	8000	0	0	0	0	0	0	0	110	2001	1100	750	monster_004_born_3	21004001	21004014	21004015								21004011	21004007	21004008			100	200	300								100	100	200	650		100	3	1			0	0	0	2000	1.2	0
104101	3	猫妖亚种	monster_MN.png	0	100301	3	0	2		20	0	15350	685	163	0	180	157	0	1172	1172	721	0	0	8000	0	0	0	0	0	0	0	110	2003	1100	750	monster_012_born_1	21012001	21012008									21012004					100	200	300								0	0	200	650		100	3	1			0	0	0	2000	0.9	0
104102	3	冰霜狼人亚种	monster_BSLR.png	0	100701	2	0	2		20	0	15350	685	141	518	171	126	0	1172	1172	721	0	0	8000	0	0	0	0	0	0	0	110	2003	1100	750	monster_004_born_0	21004001	21004014	21004015													100	200	300								0	0	200	650		100	3	1			0	0	0	2000	1.2	0
104103	3	男僵尸	monster_NANJS.png	0	100601	6	0	1		20	0	27630	920	253	0	277	126	0	1055	1172	721	0	0	8000	0	0	0	0	0	0	0	80	2001	1000	2000	monster_005_born_2	21005001	21005002									21005009	21005010				100	0	0								0	100	250	270		100	1	1			0	0	0	2000	1	0
104201	3	猫妖亚种	monster_MN.png	0	100301	3	0	2		20	0	15350	711	169	0	188	161	0	1172	1172	721	0	0	8000	0	0	0	0	0	0	0	110	2003	1100	750	monster_012_born_1	21012001	21012008									21012004					100	200	300								0	0	200	650		100	3	1			0	0	0	2000	0.9	0
104202	3	冰霜狼人亚种	monster_BSLR.png	0	100701	2	0	2		20	0	15350	711	146	538	179	129	0	1172	1172	721	0	0	8000	0	0	0	0	0	0	0	110	2003	1100	750	monster_004_born_0	21004001	21004014	21004015													100	200	300								0	0	200	650		100	3	1			0	0	0	2000	1.2	0
104203	3	女僵尸	monster_NVJS.png	0	100501	46	0	1		20	0	27630	955	264	0	289	129	0	1172	1055	721	0	0	8000	0	0	0	0	0	0	0	150	2001	800	1000	monster_016_born_0	21016001	21016007									21016004	21016005				100	0	0								0	100	150	200		100	1	1			0	0	0	2000	1	0
104301	3	男僵尸	monster_NANJS.png	0	100601	6	0	2		20	0	18420	737	161	0	196	132	0	1055	1172	721	0	0	8000	0	0	0	0	0	0	0	80	2003	1000	2000	monster_005_born_2	21005001	21005002														100	0	0								0	0	250	270		100	1	1			0	0	0	2000	1	0
104302	3	女僵尸	monster_NVJS.png	0	100501	46	0	2		20	0	18420	737	161	0	196	132	0	1172	1055	721	0	0	8000	0	0	0	0	0	0	0	150	2003	800	1000	monster_016_born_0	21016001	21016007														100	0	0								0	0	150	200		100	1	1			0	0	0	2000	1	0
104401	3	男僵尸	monster_NANJS.png	0	100601	6	0	2		20	0	18420	764	167	0	204	134	0	1055	1172	721	0	0	8000	0	0	0	0	0	0	0	80	2003	1000	2000	monster_005_born_2	21005001	21005002														100	0	0								0	0	250	270		100	1	1			0	0	0	2000	1	0
104402	3	女僵尸	monster_NVJS.png	0	100501	46	0	2		20	0	18420	764	167	0	204	134	0	1172	1055	721	0	0	8000	0	0	0	0	0	0	0	150	2003	800	1000	monster_016_born_0	21016001	21016007														100	0	0								0	0	150	200		100	1	1			0	0	0	2000	1	0
104403	3	幽灵	monster_YL.png	0	102501	20	0	0		20	0	174510	0	260	2300	344	0	134	1172	1172	721	0	0	8000	0	0	0	0	0	0	0	110	2002	700	950	monster_017_born	21017001	21017002	21017006								21017004	21017005														0	150	180	750		100	1	1			0	0	0	2000	1	0
104501	3	男僵尸	monster_NANJS.png	0	100601	6	0	2		21	0	17352	832	259	0	293	149	0	1157	1285	790	0	0	8000	0	0	0	0	0	0	0	80	2003	1000	2000	monster_005_born_2	21005001	21005002														100	0	0								0	0	250	270		100	1	1			0	0	0	2000	1	0
104502	3	女僵尸	monster_NVJS.png	0	100501	46	0	1		21	0	26028	1117	371	0	397	149	0	1285	1157	790	0	0	8000	0	0	0	0	0	0	0	150	2001	800	1000	monster_016_born_0	21016001	21016007									21016004	21016005				100	0	0								0	100	150	200		100	1	1			0	0	0	2000	1	0
104503	3	幽灵	monster_YL.png	0	102501	22	0	2		21	0	13014	0	259	827	322	0	149	1285	1285	790	0	0	8000	0	0	0	0	0	0	0	110	2003	700	950	monster_017_born	21017001	21017002																								0	0	180	750		100	1	1			0	0	0	2000	1	0
104601	3	女僵尸	monster_NVJS.png	0	100501	46	0	2		21	0	17352	860	269	0	305	152	0	1285	1157	790	0	0	8000	0	0	0	0	0	0	0	150	2003	800	1000	monster_016_born_0	21016001										21016004	21016005				100	0	0								0	50	150	200		100	1	1			0	0	0	2000	1	0
104602	3	幽灵	monster_YL.png	0	102501	22	0	2		21	0	13014	0	269	856	336	0	152	1285	1285	790	0	0	8000	0	0	0	0	0	0	0	110	2003	700	950	monster_017_born	21017001										21017004	21017005														0	50	180	750		100	1	1			0	0	0	2000	1	0
104603	3	骷髅弓箭手	monster_KLGS.png	0	101701	5	0	1		21	0	21690	1214	385	0	412	190	0	1285	1285	790	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013004	21013010								21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
104701	3	男僵尸	monster_NANJS.png	0	100601	6	0	2		21	0	17352	889	279	0	316	154	0	1157	1285	790	0	0	8000	0	0	0	0	0	0	0	80	2003	1000	2000	monster_005_born_2	21005001										21005009	21005010				100	0	0								0	50	250	270		100	1	1			0	0	0	2000	1	0
104702	3	幽灵	monster_YL.png	0	102501	22	0	2		21	0	13014	0	279	884	348	0	154	1285	1285	790	0	0	8000	0	0	0	0	0	0	0	110	2003	700	950	monster_017_born	21017001										21017004	21017005														0	50	180	750		100	1	1			0	0	0	2000	1	0
104703	3	鬼火射手	monster_KLGS.png	0	101701	5	0	1		21	0	21690	1254	399	0	427	193	0	1285	1285	790	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013003	21013005								21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
104801	3	骷髅弓箭手	monster_KLGS.png	0	101701	5	0	1		21	0	21690	1295	414	0	442	197	0	1285	1285	790	0	0	8000	0	0	0	0	0	0	0	110	2001	1000	1024	monster_013_born_0	21013001	21013004	21013010								21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
104802	3	鬼火射手	monster_KLGS.png	0	101701	27	0	0		21	0	222410	2896	259	0	322	197	0	1285	1285	790	0	0	8000	0	0	0	0	0	0	0	110	2005	1000	1024	monster_013_born_0	21013001	21013003	21013005								21013007	21013008				100	100	0								0	150	180	750		100	1	1			0	0	0	2000	1	0
104803	3	幽灵	monster_YL.png	0	102501	22	0	1		21	0	19521	0	414	1218	486	0	158	1285	1285	790	0	0	8000	0	0	0	0	0	0	0	110	2001	700	950	monster_017_born	21017001	21017002	21017006								21017004	21017005														0	100	180	750		100	1	1			0	0	0	2000	1	0
104901	3	骷髅弓箭手	monster_KLGS.png	0	101701	5	0	2		22	0	16080	1079	296	0	338	230	0	1491	1491	880	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013004														100	100	0								0	0	180	750		100	1	1			0	0	0	2000	1	0
104902	3	男僵尸	monster_NANJS.png	0	100601	6	0	1		22	0	28944	1380	435	0	467	184	0	1342	1491	880	0	0	8000	0	0	0	0	0	0	0	80	2001	1000	2000	monster_005_born_2	21005001	21005002									21005009	21005010				100	0	0								0	100	250	270		100	1	1			0	0	0	2000	1	0
104903	3	幽灵	monster_YL.png	0	102501	22	0	2		22	0	14472	0	296	1022	372	0	184	1491	1491	880	0	0	8000	0	0	0	0	0	0	0	110	2003	700	950	monster_017_born	21017001	21017002	21017006																							0	0	180	750		100	1	1			0	0	0	2000	1	0
105001	3	鬼火射手	monster_KLGS.png	0	101701	5	0	1		22	0	24120	1494	449	0	483	235	0	1491	1491	880	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013005									21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
105002	3	女僵尸	monster_NVJS.png	0	100501	46	0	2		22	0	19296	1060	306	0	350	188	0	1491	1342	880	0	0	8000	0	0	0	0	0	0	0	150	2003	800	1000	monster_016_born_0	21016001	21016007														100	0	0								0	0	150	200		100	1	1			0	0	0	2000	1	0
105003	3	幽灵	monster_YL.png	0	102501	22	0	2		22	0	14472	0	306	1054	385	0	188	1491	1491	880	0	0	8000	0	0	0	0	0	0	0	110	2003	700	950	monster_017_born	21017001	21017002																								0	0	180	750		100	1	1			0	0	0	2000	1	0
105101	3	男僵尸	monster_NANJS.png	0	100601	6	0	2		22	0	19296	1092	316	0	362	191	0	1342	1491	880	0	0	8000	0	0	0	0	0	0	0	80	2003	1000	2000	monster_005_born_2	21005001										21005009	21005010				100	0	0								0	50	250	270		100	1	1			0	0	0	2000	1	0
105102	3	女僵尸	monster_NVJS.png	0	100501	46	0	2		22	0	19296	1092	316	0	362	191	0	1491	1342	880	0	0	8000	0	0	0	0	0	0	0	150	2003	800	1000	monster_016_born_0	21016001										21016004	21016005				100	0	0								0	50	150	200		100	1	1			0	0	0	2000	1	0
105103	3	幽灵	monster_YL.png	0	102501	22	0	1		22	0	21708	0	464	1449	549	0	191	1491	1491	880	0	0	8000	0	0	0	0	0	0	0	110	2001	700	950	monster_017_born	21017001	21017002	21017006								21017004	21017005														0	100	180	750		100	1	1			0	0	0	2000	1	0
105201	3	骷髅弓箭手	monster_KLGS.png	0	101701	5	0	1		22	0	24120	1586	479	0	515	244	0	1491	1491	880	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013004	21013010								21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
105202	3	鬼火射手	monster_KLGS.png	0	101701	5	0	1		22	0	24120	1586	479	0	515	244	0	1491	1491	880	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013003	21013005								21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
105203	3	骷髅法师	monster_KLFS.png	0	100901	32	0	0		22	0	225830	0	343	3232	401	0	244	1491	1491	880	0	0	8000	0	0	0	0	0	0	0	80	2005	820	350	monster_009_born_1	21009001	21009002	21009003	21009015							21009007	21009010	21009009			500	500	150								0	150	350	900		100	1	1			0	0	0	2000	1.2	0
105301	3	骷髅弓箭手	monster_KLGS.png	0	101701	5	0	1		23	0	28710	1638	466	0	508	253	0	1532	1532	922	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013004	21013010								21013007	21013008				100	100	0								0	100	180	750		100	1	1			0	0	0	2000	1	0
105302	3	鬼火射手	monster_KLGS.png	0	101701	5	0	2		23	0	19140	1220	284	0	340	253	0	1532	1532	922	0	0	8000	0	0	0	0	0	0	0	110	101702	1000	1024	monster_013_born_0	21013001	21013005	21013010													100	100	0								0	0	180	750		100	1	1			0	0	0	2000	1	0
105303	3	幽灵	monster_YL.png	0	102501	22	0	2		23	0	17226	0	284	1156	374	0	202	1532	1532	922	0	0	8000	0	0	0	0	0	0	0	110	2003	700	950	monster_017_born	21017001	21017002																								0	0	180	750		100	1	1			0	0	0	2000	1	0
105304	3	鬼火射手	monster_KLGS.png	0	101701	5	0	2		23	0	19140	1220	284	0	340	253	0	1532	1532	922	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013005														100	100	0								0	0	180	750		100	1	1			0	0	0	2000	1	0
105401	3	男僵尸	monster_NANJS.png	0	100601	6	0	1		23	0	34452	1604	481	0	524	206	0	1379	1532	922	0	0	8000	0	0	0	0	0	0	0	80	2001	1000	2000	monster_005_born_2	21005001	21005002									21005009	21005010				100	0	0								0	100	250	270		100	1	1			0	0	0	2000	1	0
105402	3	鬼火射手	monster_KLGS.png	0	101701	5	0	2		23	0	19140	1255	293	0	351	258	0	1532	1532	922	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013003														100	100	0								0	0	180	750		100	1	1			0	0	0	2000	1	0
105403	3	骷髅法师	monster_KLFS.png	0	100901	39	0	2		23	0	19140	0	296	1177	347	0	258	1532	1532	922	0	0	8000	0	0	0	0	0	0	0	80	2008	820	350	monster_009_born_0	21009001	21009003														500	500	150								0	0	350	900		100	1	1			0	0	0	2000	1.2	0
105501	3	女僵尸	monster_NVJS.png	0	100501	46	0	1		23	0	34452	1649	495	0	540	210	0	1532	1379	922	0	0	8000	0	0	0	0	0	0	0	150	2001	800	1000	monster_016_born_0	21016001	21016007									21016004	21016005				100	0	0								0	100	150	200		100	1	1			0	0	0	2000	1	0
105502	3	骷髅弓箭手	monster_KLGS.png	0	101701	5	0	2		23	0	19140	1289	302	0	361	262	0	1532	1532	922	0	0	8000	0	0	0	0	0	0	0	110	2004	1000	1024	monster_013_born_0	21013001	21013004														100	100	0								0	0	180	750		100	1	1			0	0	0	2000	1	0
105503	3	幽灵	monster_YL.png	0	102501	22	0	2		23	0	17226	0	302	1222	397	0	210	1532	1532	922	0	0	8000	0	0	0	0	0	0	0	110	2003	700	950	monster_017_born	21017001	21017002	21017006																							0	0	180	750		100	1	1			0	0	0	2000	1	0
