技能唯一ID	技能类型	动画资源名	图标	技能名称	释放距离X	释放纵深	职业所属	等级	开启等级	前置技能	前置技能等级	所需金币	材料1	材料1数量	材料2	材料2数量	品质	冷却	物理伤害比例	魔法伤害比例	物理固定伤害	魔法固定伤害	物理暴击值	魔法暴击值	命中值	技能消耗能量	技能说明	天赋预览	伤害类型	其他属性计算
10101074	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	74	87	0	0	0	74000001	34	75000001	17	1	15000	10925	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]109.2%[txt:size=18 color=white]物理伤害；		0	0
10101075	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	75	87	0	0	0	74000001	35	75000001	17	1	15000	10938	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]109.3%[txt:size=18 color=white]物理伤害；		0	0
10101076	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	76	88	0	0	0	74000001	36	75000001	18	1	15000	10950	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]109.5%[txt:size=18 color=white]物理伤害；		0	0
10101077	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	77	88	0	0	0	74000001	38	75000001	19	1	15000	10963	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]109.6%[txt:size=18 color=white]物理伤害；		0	0
10101078	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	78	89	0	0	0	74000001	39	75000001	19	1	15000	10975	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]109.7%[txt:size=18 color=white]物理伤害；		0	0
10101079	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	79	89	0	0	0	74000001	40	75000001	20	1	15000	10988	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]109.8%[txt:size=18 color=white]物理伤害；		0	0
10101080	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	80	90	0	0	0	74000001	41	75000001	20	1	15000	11000	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]110%[txt:size=18 color=white]物理伤害；		0	0
10101081	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	81	90	0	0	0	74000001	42	75000001	21	1	15000	11013	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]110.1%[txt:size=18 color=white]物理伤害；		0	0
10101082	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	82	91	0	0	0	74000001	44	75000001	22	1	15000	11025	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]110.2%[txt:size=18 color=white]物理伤害；		0	0
10101083	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	83	91	0	0	0	74000001	45	75000001	22	1	15000	11038	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]110.3%[txt:size=18 color=white]物理伤害；		0	0
10101084	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	84	92	0	0	0	74000001	46	75000001	23	1	15000	11050	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]110.5%[txt:size=18 color=white]物理伤害；		0	0
10101085	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	85	92	0	0	0	74000001	47	75000001	23	1	15000	11063	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]110.6%[txt:size=18 color=white]物理伤害；		0	0
10101086	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	86	93	0	0	0	74000001	49	75000001	24	1	15000	11075	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]110.7%[txt:size=18 color=white]物理伤害；		0	0
10101087	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	87	93	0	0	0	74000001	50	75000001	25	1	15000	11088	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]110.8%[txt:size=18 color=white]物理伤害；		0	0
10101088	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	88	94	0	0	0	74000001	51	75000001	25	1	15000	11100	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]111%[txt:size=18 color=white]物理伤害；		0	0
10101089	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	89	94	0	0	0	74000001	52	75000001	26	1	15000	11113	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]111.1%[txt:size=18 color=white]物理伤害；		0	0
10101090	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	90	95	0	0	0	74000001	53	75000001	26	1	15000	11125	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]111.2%[txt:size=18 color=white]物理伤害；		0	0
10101091	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	91	95	0	0	0	74000001	55	75000001	27	1	15000	11138	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]111.3%[txt:size=18 color=white]物理伤害；		0	0
10101092	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	92	96	0	0	0	74000001	56	75000001	28	1	15000	11150	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]111.5%[txt:size=18 color=white]物理伤害；		0	0
10101093	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	93	96	0	0	0	74000001	57	75000001	28	1	15000	11163	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]111.6%[txt:size=18 color=white]物理伤害；		0	0
10101094	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	94	97	0	0	0	74000001	58	75000001	29	1	15000	11175	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]111.7%[txt:size=18 color=white]物理伤害；		0	0
10101095	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	95	97	0	0	0	74000001	60	75000001	29	1	15000	11188	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]111.8%[txt:size=18 color=white]物理伤害；		0	0
10101096	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	96	98	0	0	0	74000001	61	75000001	30	1	15000	11200	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]112%[txt:size=18 color=white]物理伤害；		0	0
10101097	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	97	98	0	0	0	74000001	62	75000001	31	1	15000	11213	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]112.1%[txt:size=18 color=white]物理伤害；		0	0
10101098	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	98	99	0	0	0	74000001	63	75000001	31	1	15000	11225	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]112.2%[txt:size=18 color=white]物理伤害；		0	0
10101099	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	99	99	0	0	0	74000001	64	75000001	32	1	15000	11238	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]112.3%[txt:size=18 color=white]物理伤害；		0	0
10101100	1	role_js_skill1	item_skill_1720.png	银光落刃	380	55	10	100	100	0	0	0	74000001	66	75000001	32	1	15000	11250	0	0	0	0	0	0	30	[txt:size=18 color=white]操纵角色快速移动，使用剑进行连续刺击攻击敌人，技能等级越高，造成伤害段数越多。[r]造成[txt:size=18 color=green]112.5%[txt:size=18 color=white]物理伤害；		0	0
10102000	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。		0	0
10102001	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	1	1	0	0	0	71000001	2	72000001	1	2	20000	10015	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]100.1%[txt:size=18 color=white]物理伤害；		0	0
10102002	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	2	5	0	0	0	71000001	3	72000001	2	2	20000	10030	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]100.3%[txt:size=18 color=white]物理伤害；		0	0
10102003	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	3	10	0	0	0	71000001	4	72000001	2	2	20000	10045	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]100.4%[txt:size=18 color=white]物理伤害；		0	0
10102004	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	4	15	0	0	0	71000001	5	72000001	3	2	20000	10060	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]100.6%[txt:size=18 color=white]物理伤害；		0	0
10102005	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	5	20	0	0	0	71000001	6	72000001	4	2	20000	10075	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]100.7%[txt:size=18 color=white]物理伤害；		0	0
10102006	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	6	22	0	0	0	71000001	7	72000001	4	2	20000	10090	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]100.9%[txt:size=18 color=white]物理伤害；		0	0
10102007	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	7	24	0	0	0	71000001	8	72000001	5	2	20000	10105	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]101%[txt:size=18 color=white]物理伤害；		0	0
10102008	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	8	26	0	0	0	71000001	9	72000001	5	2	20000	10120	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]101.2%[txt:size=18 color=white]物理伤害；		0	0
10102009	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	9	28	0	0	0	71000001	10	72000001	6	2	20000	10135	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]101.3%[txt:size=18 color=white]物理伤害；		0	0
10102010	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	10	30	0	0	0	71000001	11	72000001	7	2	20000	10150	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]101.5%[txt:size=18 color=white]物理伤害；		0	0
10102011	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	11	31	0	0	0	71000001	12	72000001	7	2	20000	10165	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]101.6%[txt:size=18 color=white]物理伤害；		0	0
10102012	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	12	32	0	0	0	71000001	13	72000001	8	2	20000	10180	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]101.8%[txt:size=18 color=white]物理伤害；		0	0
10102013	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	13	33	0	0	0	71000001	14	72000001	9	2	20000	10195	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]101.9%[txt:size=18 color=white]物理伤害；		0	0
10102014	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	14	34	0	0	0	71000001	15	72000001	9	2	20000	10210	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]102.1%[txt:size=18 color=white]物理伤害；		0	0
10102015	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	15	35	0	0	0	71000001	16	72000001	10	2	20000	10225	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]102.2%[txt:size=18 color=white]物理伤害；		0	0
10102016	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	16	36	0	0	0	71000001	17	72000001	10	2	20000	10240	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]102.4%[txt:size=18 color=white]物理伤害；		0	0
10102017	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	17	37	0	0	0	71000001	18	72000001	11	2	20000	10255	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]102.5%[txt:size=18 color=white]物理伤害；		0	0
10102018	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	18	38	0	0	0	71000001	19	72000001	12	2	20000	10270	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]102.7%[txt:size=18 color=white]物理伤害；		0	0
10102019	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	19	39	0	0	0	71000001	20	72000001	12	2	20000	10285	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]102.8%[txt:size=18 color=white]物理伤害；		0	0
10102020	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	20	40	0	0	0	71000001	21	72000001	13	2	20000	10300	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]103%[txt:size=18 color=white]物理伤害；		0	0
10102021	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	21	41	0	0	0	72000001	13	73000001	7	2	20000	10315	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]103.1%[txt:size=18 color=white]物理伤害；		0	0
10102022	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	22	42	0	0	0	72000001	14	73000001	7	2	20000	10330	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]103.3%[txt:size=18 color=white]物理伤害；		0	0
10102023	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	23	43	0	0	0	72000001	15	73000001	8	2	20000	10345	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]103.4%[txt:size=18 color=white]物理伤害；		0	0
10102024	2	role_js_skill2	item_skill_1710.png	剑定天下	450	55	10	24	44	0	0	0	72000001	15	73000001	8	2	20000	10360	0	0	0	0	0	0	40	[txt:size=18 color=white]一道银光从半空落下，剑气击伤一定范围内的所有目标。[r]造成[txt:size=18 color=green]103.6%[txt:size=18 color=white]物理伤害；		0	0
