俱乐部id	俱乐部名称	俱乐部按钮图标	俱乐部动画标志	俱乐部等级	玩家等级段	单人赛出场卡牌	多人赛队长1号位	多人赛2号位	多人赛3号位	4积分宝箱	组数1	8积分宝箱	组数2	12积分宝箱	组数3	宝石孔位	洗练属性	俱乐部权重	俱乐部出现位置	俱乐部星级	包含关卡id	个人赛1星时间	个人赛2星时间	个人赛3星时间	团队赛1星时间	团队赛2星时间	团队赛3星时间	产出卡牌
101507	诛仙	team_17.png	iconClubXX.png	15	15:19;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	10011010;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021010;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031010;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2020	6000000	60000	30000	6000000	60000	30000	11099;
101508	夕火	team_12.png	iconClubXX.png	15	15:19;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	10011010;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021010;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031010;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2021	6000000	60000	30000	6000000	60000	30000	11099;
101509	时光	team_20.png	iconClubXX.png	15	15:19;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	10011010;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021010;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031010;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2023	6000000	60000	30000	6000000	60000	30000	11099;
101510	玄奇	team_18.png	iconClubXX.png	15	15:19;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	21202003:1600;21303003:1400;12002003:1400;21302003:1400;21102003:1400;22103003:1400;12102003:1400;	10011010;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021010;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031010;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2024	6000000	60000	30000	6000000	60000	30000	11099;
302001	天河	iconClubLY.png	iconClubXX.png	20	20:24;	31002004:6000;21202004:300;21303004:300;12002004:300;21302004:300;21102004:300;22103004:300;12102004:300;51005004:950;31008004:950;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1600;	51005104:10000;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1600;	30011020;30011020;30012000;30015010;30015010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2004	6000000	60000	30000	6000000	60000	30000	31099;21099;
302002	天药	iconClubWC.png	iconClubXX.png	20	20:24;	21202004:200;21303004:200;12002004:200;21302004:200;21102004:200;22103004:200;12102004:200;51006004:5000;32104004:3600;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1600;	51006104:10000;	32104004:10000;	30011020;30011020;30012000;30015010;30015010;30216010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;30226010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;30236010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2003	6000000	60000	30000	6000000	60000	30000	51006;31099;21099;
302003	荣星	iconClubXX.png	iconClubXX.png	20	20:24;	43102004:1400;44003004:1400;24004004:1400;11007004:1400;12003004:1400;22004004:1000;42006004:1000;41103004:500;32005004:500;	22004004:10000;	44003004:10000;	43102004:10000;	30011020;30011020;30012000;30015010;30015010;30316010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;30326010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;30336010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2019	6000000	60000	30000	6000000	60000	30000	44003;43102;42006;31099;21099;
302004	醉花	team_06.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	30011020;30011020;30012000;30015010;30015010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2005	6000000	60000	30000	6000000	60000	30000	31099;21099;
302005	兵王	iconClubBT.png	iconClubXX.png	20	20:24;	53002004:6000;52205004:1000;32202004:3000;	53002104:10000;	52205004:400;32202004:500;21202004:1300;21303004:1300;12002004:1300;21302004:1300;21102004:1300;22103004:1300;12102004:1300;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1600;	30011020;30011020;30012000;30015010;30015010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2001	6000000	60000	30000	6000000	60000	30000	31099;21099;
302006	凛冽	team_04.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	43202004:10000;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	30011020;30011020;30012000;30015010;30015010;30616010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;30626010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;30636010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2009	6000000	60000	30000	6000000	60000	30000	43202;31099;21099;
302007	往生	iconClubLH.png	iconClubXX.png	20	20:24;	21202004:500;21303004:500;12002004:500;21302004:500;21102004:500;22103004:500;12102004:500;54002004:6500;	54002104:10000;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	30011020;30011020;30012000;30015010;30015010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2002	6000000	60000	30000	6000000	60000	30000	31099;21099;
202001	斩魄	team_08.png	iconClubXX.png	20	20:24;	21202004:1300;21303004:1300;12002004:1300;21302004:1300;21102004:1300;22103004:1300;12102004:1300;41103004:900;	41103104:10000;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1600;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1600;	20011020;20011020;20012000;20015010;20015010;20116010;	1:7870;2:1500;3:400;4:230;	20021020;20021020;20022000;20025010;20025010;20126010;	1:4680;2:3500;3:1500;4:320;	20031020;20031020;20032000;20035010;20035010;20136010;	1:2600;2:4500;3:2000;4:900;	0	0	500	1:2:3:4:5;	2	2010	6000000	60000	30000	6000000	60000	30000	41103;21099;11099;
202002	虚无	team_02.png	iconClubXX.png	20	20:24;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;42203004:200;	41203104:10000;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;42203004:200;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;42203004:200;	20011020;20011020;20012000;20015010;20015010;20216010;	1:7870;2:1500;3:400;4:230;	20021020;20021020;20022000;20025010;20025010;20226010;	1:4680;2:3500;3:1500;4:320;	20031020;20031020;20032000;20035010;20035010;20236010;	1:2600;2:4500;3:2000;4:900;	0	0	500	1:2:3:4:5;	2	2006	6000000	60000	30000	6000000	60000	30000	41203;21099;11099;
202003	马刺	team_07.png	iconClubXX.png	20	20:24;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;54102004:200;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;52302104:200;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;54102004:200;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;54102004:200;	20011020;20011020;20012000;20015010;20015010;	1:7870;2:1500;3:400;4:230;	20021020;20021020;20022000;20025010;20025010;	1:4680;2:3500;3:1500;4:320;	20031020;20031020;20032000;20035010;20035010;	1:2600;2:4500;3:2000;4:900;	0	0	500	1:2:3:4:5;	2	2008	6000000	60000	30000	6000000	60000	30000	21099;11099;
102001	传奇	team_11.png	iconClubXX.png	20	20:24;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;41306104:200;	41306104:10000;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	10011020;10011020;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021020;10021020;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031020;10031020;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2017	6000000	60000	30000	6000000	60000	30000	11099;
102002	无极	team_14.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	32005104:10000;	31304004:10000;	21202004:1400;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1600;	10011020;10011020;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021020;10021020;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031020;10031020;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2022	6000000	60000	30000	6000000	60000	30000	11099;
102003	穿天	team_10.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	10011020;10011020;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021020;10021020;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031020;10031020;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2015	6000000	60000	30000	6000000	60000	30000	11099;
102004	雄华	team_16.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	10011020;10011020;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021020;10021020;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031020;10031020;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2011	6000000	60000	30000	6000000	60000	30000	11099;
102005	倾贺	team_09.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	10011020;10011020;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021020;10021020;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031020;10031020;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2012	6000000	60000	30000	6000000	60000	30000	11099;
102006	重律	team_21.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	10011020;10011020;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021020;10021020;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031020;10031020;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2014	6000000	60000	30000	6000000	60000	30000	11099;
102007	诛仙	team_17.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	10011020;10011020;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021020;10021020;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031020;10031020;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2020	6000000	60000	30000	6000000	60000	30000	11099;
102008	夕火	team_12.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	10011020;10011020;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021020;10021020;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031020;10031020;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2021	6000000	60000	30000	6000000	60000	30000	11099;
102009	时光	team_20.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	10011020;10011020;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021020;10021020;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031020;10031020;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2023	6000000	60000	30000	6000000	60000	30000	11099;
102010	玄奇	team_18.png	iconClubXX.png	20	20:24;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	21202004:1600;21303004:1400;12002004:1400;21302004:1400;21102004:1400;22103004:1400;12102004:1400;	10011020;10011020;10012000;10015010;10015010;	1:9340;2:500;3:100;4:60;	10021020;10021020;10022000;10025010;10025010;	1:7750;2:1500;3:500;4:250;	10031020;10031020;10032000;10035010;10035010;	1:5910;2:2500;3:1000;4:590;	0	0	500	1:2:3:4:5;	1	2024	6000000	60000	30000	6000000	60000	30000	11099;
302501	天河	iconClubLY.png	iconClubXX.png	25	25:29;	31002005:6000;21202005:300;21303005:300;12002005:300;21302005:300;21102005:300;22103005:300;12102005:300;51005005:950;31008005:950;	21202005:1400;21303005:1400;12002005:1400;21302005:1400;21102005:1400;22103005:1400;12102005:1600;	51005105:10000;	21202005:1400;21303005:1400;12002005:1400;21302005:1400;21102005:1400;22103005:1400;12102005:1600;	30011020;30011020;30012000;30015010;30015010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2004	6000000	60000	30000	6000000	60000	30000	31099;21099;
302502	天药	iconClubWC.png	iconClubXX.png	25	25:29;	21202005:200;21303005:200;12002005:200;21302005:200;21102005:200;22103005:200;12102005:200;51006005:5000;32104005:3600;	21202005:1400;21303005:1400;12002005:1400;21302005:1400;21102005:1400;22103005:1400;12102005:1600;	51006105:10000;	32104005:10000;	30011020;30011020;30012000;30015010;30015010;30216010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;30226010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;30236010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2003	6000000	60000	30000	6000000	60000	30000	51006;31099;21099;
302503	荣星	iconClubXX.png	iconClubXX.png	25	25:29;	43102005:1400;44003005:1400;24004005:1400;11007005:1400;12003005:1400;22004005:1000;42006005:1000;41103005:500;32005005:500;	22004005:10000;	44003005:10000;	43102005:10000;	30011020;30011020;30012000;30015010;30015010;30316010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;30326010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;30336010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2019	6000000	60000	30000	6000000	60000	30000	44003;43102;42006;31099;21099;
302504	醉花	team_06.png	iconClubXX.png	25	25:29;	21202005:1600;21303005:1400;12002005:1400;21302005:1400;21102005:1400;22103005:1400;12102005:1400;	21202005:1600;21303005:1400;12002005:1400;21302005:1400;21102005:1400;22103005:1400;12102005:1400;	21202005:1600;21303005:1400;12002005:1400;21302005:1400;21102005:1400;22103005:1400;12102005:1400;	21202005:1600;21303005:1400;12002005:1400;21302005:1400;21102005:1400;22103005:1400;12102005:1400;	30011020;30011020;30012000;30015010;30015010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2005	6000000	60000	30000	6000000	60000	30000	31099;21099;
302505	兵王	iconClubBT.png	iconClubXX.png	25	25:29;	53002005:6000;52205005:1000;32202005:3000;	53002105:10000;	52205005:400;32202005:500;21202005:1300;21303005:1300;12002005:1300;21302005:1300;21102005:1300;22103005:1300;12102005:1300;	21202005:1400;21303005:1400;12002005:1400;21302005:1400;21102005:1400;22103005:1400;12102005:1600;	30011020;30011020;30012000;30015010;30015010;	1:6850;2:2000;3:700;4:450;	30021020;30021020;30022000;30025010;30025010;	1:2000;2:4000;3:3500;4:500;	30031020;30031020;30032000;30035010;30035010;	1:650;2:2500;3:5500;4:1350;	0	0	105	1:2:3:4:5;	3	2001	6000000	60000	30000	6000000	60000	30000	31099;21099;
