道具组id	道具类型	道具id	道具名称	道具数量	道具权重
403055	1	60000006	腐骨羊的骨椎	5	10
403056	1	60000001	暗夜猫眼石	5	10
403056	1	60000002	骷髅骨灰	5	10
403056	1	60000003	秘银碎屑	5	10
403056	1	60000004	冰霜残迹	5	10
403056	1	60000005	骷髅法师的手骨	5	10
403056	1	60000006	腐骨羊的骨椎	5	10
403057	1	60000001	暗夜猫眼石	5	10
403057	1	60000002	骷髅骨灰	5	10
403057	1	60000003	秘银碎屑	5	10
403057	1	60000004	冰霜残迹	5	10
403057	1	60000005	骷髅法师的手骨	5	10
403057	1	60000006	腐骨羊的骨椎	5	10
403058	1	60000001	暗夜猫眼石	5	10
403058	1	60000002	骷髅骨灰	5	10
403058	1	60000003	秘银碎屑	5	10
403058	1	60000004	冰霜残迹	5	10
403058	1	60000005	骷髅法师的手骨	5	10
403058	1	60000006	腐骨羊的骨椎	5	10
403059	1	60000001	暗夜猫眼石	5	10
403059	1	60000002	骷髅骨灰	5	10
403059	1	60000003	秘银碎屑	5	10
403059	1	60000004	冰霜残迹	5	10
403059	1	60000005	骷髅法师的手骨	5	10
403060	1	60000001	暗夜猫眼石	5	10
403060	1	60000002	骷髅骨灰	5	10
403060	1	60000003	秘银碎屑	5	10
403060	1	60000004	冰霜残迹	5	10
403060	1	60000005	骷髅法师的手骨	5	10
403060	1	60000006	腐骨羊的骨椎	5	10
403061	1	60000001	暗夜猫眼石	5	10
403061	1	60000002	骷髅骨灰	5	10
403061	1	60000003	秘银碎屑	5	10
403061	1	60000004	冰霜残迹	5	10
403061	1	60000005	骷髅法师的手骨	5	10
403061	1	60000006	腐骨羊的骨椎	5	10
403062	1	60000001	暗夜猫眼石	5	10
403062	1	60000002	骷髅骨灰	5	10
403062	1	60000003	秘银碎屑	5	10
403062	1	60000004	冰霜残迹	5	10
403062	1	60000005	骷髅法师的手骨	5	10
403062	1	60000006	腐骨羊的骨椎	5	10
403063	1	60000001	暗夜猫眼石	5	10
403063	1	60000002	骷髅骨灰	5	10
403063	1	60000003	秘银碎屑	5	10
403063	1	60000004	冰霜残迹	5	10
403063	1	60000005	骷髅法师的手骨	5	10
403063	1	60000006	腐骨羊的骨椎	5	10
403064	1	60000001	暗夜猫眼石	5	10
403064	1	60000002	骷髅骨灰	5	10
403064	1	60000003	秘银碎屑	5	10
403064	1	60000004	冰霜残迹	5	10
403064	1	60000005	骷髅法师的手骨	5	10
403064	1	60000006	腐骨羊的骨椎	5	10
403065	1	60000001	暗夜猫眼石	5	10
403065	1	60000002	骷髅骨灰	5	10
403065	1	60000003	秘银碎屑	5	10
403065	1	60000004	冰霜残迹	5	10
403065	1	60000005	骷髅法师的手骨	5	10
403065	1	60000006	腐骨羊的骨椎	5	10
403066	1	60000001	暗夜猫眼石	5	10
403066	1	60000002	骷髅骨灰	5	10
403066	1	60000003	秘银碎屑	5	10
403066	1	60000004	冰霜残迹	5	10
403066	1	60000005	骷髅法师的手骨	5	10
403066	1	60000006	腐骨羊的骨椎	5	10
403067	1	60000001	暗夜猫眼石	5	10
403067	1	60000002	骷髅骨灰	5	10
403067	1	60000003	秘银碎屑	5	10
403067	1	60000004	冰霜残迹	5	10
403067	1	60000005	骷髅法师的手骨	5	10
403067	1	60000006	腐骨羊的骨椎	5	10
403068	1	60000001	暗夜猫眼石	5	10
403068	1	60000002	骷髅骨灰	5	10
403068	1	60000003	秘银碎屑	5	10
403068	1	60000004	冰霜残迹	5	10
403068	1	60000005	骷髅法师的手骨	5	10
403068	1	60000006	腐骨羊的骨椎	5	10
403069	1	60000001	暗夜猫眼石	5	10
403069	1	60000002	骷髅骨灰	5	10
403069	1	60000003	秘银碎屑	5	10
403069	1	60000004	冰霜残迹	5	10
403069	1	60000005	骷髅法师的手骨	5	10
403069	1	60000006	腐骨羊的骨椎	5	10
403070	1	60000001	暗夜猫眼石	5	10
403070	1	60000002	骷髅骨灰	5	10
403070	1	60000003	秘银碎屑	5	10
403070	1	60000004	冰霜残迹	5	10
403070	1	60000005	骷髅法师的手骨	5	10
403070	1	60000006	腐骨羊的骨椎	5	10
403071	1	60000001	暗夜猫眼石	5	10
403071	1	60000002	骷髅骨灰	5	10
403071	1	60000003	秘银碎屑	5	10
403071	1	60000004	冰霜残迹	5	10
403071	1	60000005	骷髅法师的手骨	5	10
403071	1	60000006	腐骨羊的骨椎	5	10
403072	1	60000001	暗夜猫眼石	5	10
403072	1	60000002	骷髅骨灰	5	10
403072	1	60000003	秘银碎屑	5	10
403072	1	60000004	冰霜残迹	5	10
403072	1	60000005	骷髅法师的手骨	5	10
403072	1	60000006	腐骨羊的骨椎	5	10
403073	1	60000001	暗夜猫眼石	5	10
403073	1	60000002	骷髅骨灰	5	10
403073	1	60000003	秘银碎屑	5	10
403073	1	60000004	冰霜残迹	5	10
403073	1	60000005	骷髅法师的手骨	5	10
403073	1	60000006	腐骨羊的骨椎	5	10
403074	1	60000001	暗夜猫眼石	5	10
403074	1	60000002	骷髅骨灰	5	10
403074	1	60000003	秘银碎屑	5	10
403074	1	60000004	冰霜残迹	5	10
403074	1	60000005	骷髅法师的手骨	5	10
403074	1	60000006	腐骨羊的骨椎	5	10
403075	1	60000001	暗夜猫眼石	5	10
403075	1	60000002	骷髅骨灰	5	10
403075	1	60000003	秘银碎屑	5	10
403075	1	60000004	冰霜残迹	5	10
403075	1	60000005	骷髅法师的手骨	5	10
403075	1	60000006	腐骨羊的骨椎	5	10
403076	1	60000001	暗夜猫眼石	5	10
403076	1	60000002	骷髅骨灰	5	10
403076	1	60000003	秘银碎屑	5	10
403076	1	60000004	冰霜残迹	5	10
403076	1	60000005	骷髅法师的手骨	5	10
403076	1	60000006	腐骨羊的骨椎	5	10
403077	1	60000001	暗夜猫眼石	5	10
403077	1	60000002	骷髅骨灰	5	10
403077	1	60000003	秘银碎屑	5	10
403077	1	60000004	冰霜残迹	5	10
403077	1	60000005	骷髅法师的手骨	5	10
403077	1	60000006	腐骨羊的骨椎	5	10
403078	1	60000001	暗夜猫眼石	5	10
403078	1	60000002	骷髅骨灰	5	10
403078	1	60000003	秘银碎屑	5	10
403078	1	60000004	冰霜残迹	5	10
403078	1	60000005	骷髅法师的手骨	5	10
403078	1	60000006	腐骨羊的骨椎	5	10
403079	1	60000001	暗夜猫眼石	5	10
403079	1	60000002	骷髅骨灰	5	10
403079	1	60000003	秘银碎屑	5	10
403079	1	60000004	冰霜残迹	5	10
403079	1	60000005	骷髅法师的手骨	5	10
403079	1	60000006	腐骨羊的骨椎	5	10
403080	1	60000001	暗夜猫眼石	5	10
403080	1	60000002	骷髅骨灰	5	10
403080	1	60000003	秘银碎屑	5	10
403080	1	60000004	冰霜残迹	5	10
403080	1	60000005	骷髅法师的手骨	5	10
403080	1	60000006	腐骨羊的骨椎	5	10
403081	1	60000001	暗夜猫眼石	5	10
403081	1	60000002	骷髅骨灰	5	10
403081	1	60000003	秘银碎屑	5	10
403081	1	60000004	冰霜残迹	5	10
403081	1	60000005	骷髅法师的手骨	5	10
403081	1	60000006	腐骨羊的骨椎	5	10
403082	1	60000001	暗夜猫眼石	5	10
403082	1	60000002	骷髅骨灰	5	10
403082	1	60000003	秘银碎屑	5	10
403082	1	60000004	冰霜残迹	5	10
403082	1	60000005	骷髅法师的手骨	5	10
403082	1	60000006	腐骨羊的骨椎	5	10
403083	1	60000001	暗夜猫眼石	5	10
403083	1	60000002	骷髅骨灰	5	10
403083	1	60000003	秘银碎屑	5	10
403083	1	60000004	冰霜残迹	5	10
403083	1	60000005	骷髅法师的手骨	5	10
403083	1	60000006	腐骨羊的骨椎	5	10
403084	1	60000001	暗夜猫眼石	5	10
403084	1	60000002	骷髅骨灰	5	10
403084	1	60000003	秘银碎屑	5	10
403084	1	60000004	冰霜残迹	5	10
403084	1	60000005	骷髅法师的手骨	5	10
403084	1	60000006	腐骨羊的骨椎	5	10
403085	1	60000001	暗夜猫眼石	5	10
403085	1	60000002	骷髅骨灰	5	10
403085	1	60000003	秘银碎屑	5	10
403085	1	60000004	冰霜残迹	5	10
403085	1	60000005	骷髅法师的手骨	5	10
403085	1	60000006	腐骨羊的骨椎	5	10
403086	1	60000001	暗夜猫眼石	5	10
403086	1	60000002	骷髅骨灰	5	10
403086	1	60000003	秘银碎屑	5	10
403086	1	60000004	冰霜残迹	5	10
403086	1	60000005	骷髅法师的手骨	5	10
403086	1	60000006	腐骨羊的骨椎	5	10
403087	1	60000001	暗夜猫眼石	5	10
403087	1	60000002	骷髅骨灰	5	10
403087	1	60000003	秘银碎屑	5	10
403087	1	60000004	冰霜残迹	5	10
403087	1	60000005	骷髅法师的手骨	5	10
403087	1	60000006	腐骨羊的骨椎	5	10
403088	1	60000001	暗夜猫眼石	5	10
403088	1	60000002	骷髅骨灰	5	10
403088	1	60000003	秘银碎屑	5	10
403088	1	60000004	冰霜残迹	5	10
403088	1	60000005	骷髅法师的手骨	5	10
403088	1	60000006	腐骨羊的骨椎	5	10
403089	1	60000001	暗夜猫眼石	5	10
403089	1	60000002	骷髅骨灰	5	10
403089	1	60000003	秘银碎屑	5	10
403089	1	60000004	冰霜残迹	5	10
403089	1	60000005	骷髅法师的手骨	5	10
403089	1	60000006	腐骨羊的骨椎	5	10
403090	1	60000001	暗夜猫眼石	5	10
403090	1	60000002	骷髅骨灰	5	10
403090	1	60000003	秘银碎屑	5	10
403090	1	60000004	冰霜残迹	5	10
403090	1	60000005	骷髅法师的手骨	5	10
403090	1	60000006	腐骨羊的骨椎	5	10
403091	1	60000001	暗夜猫眼石	5	10
403091	1	60000002	骷髅骨灰	5	10
403091	1	60000003	秘银碎屑	5	10
403091	1	60000004	冰霜残迹	5	10
403091	1	60000005	骷髅法师的手骨	5	10
403091	1	60000006	腐骨羊的骨椎	5	10
403092	1	60000001	暗夜猫眼石	5	10
403092	1	60000002	骷髅骨灰	5	10
403092	1	60000003	秘银碎屑	5	10
403092	1	60000004	冰霜残迹	5	10
403092	1	60000005	骷髅法师的手骨	5	10
403092	1	60000006	腐骨羊的骨椎	5	10
403093	1	60000001	暗夜猫眼石	5	10
403093	1	60000002	骷髅骨灰	5	10
403093	1	60000003	秘银碎屑	5	10
403093	1	60000004	冰霜残迹	5	10
403093	1	60000005	骷髅法师的手骨	5	10
403093	1	60000006	腐骨羊的骨椎	5	10
403094	1	60000001	暗夜猫眼石	5	10
403094	1	60000002	骷髅骨灰	5	10
403094	1	60000003	秘银碎屑	5	10
403094	1	60000004	冰霜残迹	5	10
403094	1	60000005	骷髅法师的手骨	5	10
403094	1	60000006	腐骨羊的骨椎	5	10
403095	1	60000001	暗夜猫眼石	5	10
403095	1	60000002	骷髅骨灰	5	10
403095	1	60000003	秘银碎屑	5	10
403095	1	60000004	冰霜残迹	5	10
403095	1	60000005	骷髅法师的手骨	5	10
403095	1	60000006	腐骨羊的骨椎	5	10
403096	1	60000001	暗夜猫眼石	5	10
403096	1	60000002	骷髅骨灰	5	10
403096	1	60000003	秘银碎屑	5	10
403096	1	60000004	冰霜残迹	5	10
403096	1	60000005	骷髅法师的手骨	5	10
403096	1	60000006	腐骨羊的骨椎	5	10
403097	1	60000001	暗夜猫眼石	5	10
403097	1	60000002	骷髅骨灰	5	10
403097	1	60000003	秘银碎屑	5	10
403097	1	60000004	冰霜残迹	5	10
403097	1	60000005	骷髅法师的手骨	5	10
403097	1	60000006	腐骨羊的骨椎	5	10
403098	1	60000001	暗夜猫眼石	5	10
403098	1	60000002	骷髅骨灰	5	10
403098	1	60000003	秘银碎屑	5	10
403098	1	60000004	冰霜残迹	5	10
403098	1	60000005	骷髅法师的手骨	5	10
403098	1	60000006	腐骨羊的骨椎	5	10
403099	1	60000001	暗夜猫眼石	5	10
403099	1	60000002	骷髅骨灰	5	10
403099	1	60000003	秘银碎屑	5	10
403099	1	60000004	冰霜残迹	5	10
403099	1	60000005	骷髅法师的手骨	5	10
403099	1	60000006	腐骨羊的骨椎	5	10
403100	1	60000001	暗夜猫眼石	5	10
403100	1	60000002	骷髅骨灰	5	10
403100	1	60000003	秘银碎屑	5	10
403100	1	60000004	冰霜残迹	5	10
403100	1	60000005	骷髅法师的手骨	5	10
403100	1	60000006	腐骨羊的骨椎	5	10
403011	1	61000001	白巫女泪痕	1	20
403011	1	61000002	赤蝎尾针	1	20
403011	1	61000003	猩红毒针	1	20
403011	1	61000004	赤影元素	1	20
403011	1	61000005	磨砂石	1	20
403011	1	61000006	沙蚕丝	1	20
403011	1	61000007	琥珀晶石	1	20
403011	1	61000008	烈焰石	1	20
403012	1	61000001	白巫女泪痕	1	20
403012	1	61000002	赤蝎尾针	1	20
403012	1	61000003	猩红毒针	1	20
403012	1	61000004	赤影元素	1	20
403012	1	61000005	磨砂石	1	20
403012	1	61000006	沙蚕丝	1	20
403012	1	61000007	琥珀晶石	1	20
403012	1	61000008	烈焰石	1	20
403013	1	61000001	白巫女泪痕	1	20
403013	1	61000002	赤蝎尾针	1	20
403013	1	61000003	猩红毒针	1	20
403013	1	61000004	赤影元素	1	20
403013	1	61000005	磨砂石	1	20
403013	1	61000006	沙蚕丝	1	20
403013	1	61000007	琥珀晶石	1	20
403013	1	61000008	烈焰石	1	20
403014	1	61000001	白巫女泪痕	1	20
403014	1	61000002	赤蝎尾针	1	20
403014	1	61000003	猩红毒针	1	20
403014	1	61000004	赤影元素	1	20
403014	1	61000005	磨砂石	1	20
403014	1	61000006	沙蚕丝	1	20
403014	1	61000007	琥珀晶石	1	20
403014	1	61000008	烈焰石	1	20
403015	1	61000001	白巫女泪痕	1	20
403015	1	61000002	赤蝎尾针	1	20
403015	1	61000003	猩红毒针	1	20
403015	1	61000004	赤影元素	1	20
403015	1	61000005	磨砂石	1	20
403015	1	61000006	沙蚕丝	1	20
403015	1	61000007	琥珀晶石	1	20
403015	1	61000008	烈焰石	1	20
403016	1	61000001	白巫女泪痕	2	20
403016	1	61000002	赤蝎尾针	2	20
403016	1	61000003	猩红毒针	2	20
403016	1	61000004	赤影元素	2	20
403016	1	61000005	磨砂石	2	20
403016	1	61000006	沙蚕丝	2	20
403016	1	61000007	琥珀晶石	2	20
403016	1	61000008	烈焰石	2	20
403017	1	61000001	白巫女泪痕	2	20
403017	1	61000002	赤蝎尾针	2	20
403017	1	61000003	猩红毒针	2	20
403017	1	61000004	赤影元素	2	20
403017	1	61000005	磨砂石	2	20
403017	1	61000006	沙蚕丝	2	20
403017	1	61000007	琥珀晶石	2	20
403017	1	61000008	烈焰石	2	20
403018	1	61000001	白巫女泪痕	2	20
403018	1	61000002	赤蝎尾针	2	20
403018	1	61000003	猩红毒针	2	20
403018	1	61000004	赤影元素	2	20
403018	1	61000005	磨砂石	2	20
403018	1	61000006	沙蚕丝	2	20
403018	1	61000007	琥珀晶石	2	20
403018	1	61000008	烈焰石	2	20
403019	1	61000001	白巫女泪痕	2	20
403019	1	61000002	赤蝎尾针	2	20
403019	1	61000003	猩红毒针	2	20
403019	1	61000004	赤影元素	2	20
403019	1	61000005	磨砂石	2	20
403019	1	61000006	沙蚕丝	2	20
403019	1	61000007	琥珀晶石	2	20
403019	1	61000008	烈焰石	2	20
403020	1	61000001	白巫女泪痕	2	20
403020	1	61000002	赤蝎尾针	2	20
403020	1	61000003	猩红毒针	2	20
403020	1	61000004	赤影元素	2	20
403020	1	61000005	磨砂石	2	20
403020	1	61000006	沙蚕丝	2	20
403020	1	61000007	琥珀晶石	2	20
403020	1	61000008	烈焰石	2	20
403021	1	61000001	白巫女泪痕	2	20
403021	1	61000002	赤蝎尾针	2	20
403021	1	61000003	猩红毒针	2	20
403021	1	61000004	赤影元素	2	20
403021	1	61000005	磨砂石	2	20
403021	1	61000006	沙蚕丝	2	20
403021	1	61000007	琥珀晶石	2	20
403021	1	61000008	烈焰石	2	20
403022	1	61000001	白巫女泪痕	2	20
403022	1	61000002	赤蝎尾针	2	20
403022	1	61000003	猩红毒针	2	20
403022	1	61000004	赤影元素	2	20
403022	1	61000005	磨砂石	2	20
403022	1	61000006	沙蚕丝	2	20
403022	1	61000007	琥珀晶石	2	20
403022	1	61000008	烈焰石	2	20
403023	1	61000001	白巫女泪痕	2	20
403023	1	61000002	赤蝎尾针	2	20
403023	1	61000003	猩红毒针	2	20
403023	1	61000004	赤影元素	2	20
403023	1	61000005	磨砂石	2	20
403023	1	61000006	沙蚕丝	2	20
403023	1	61000007	琥珀晶石	2	20
403023	1	61000008	烈焰石	2	20
403024	1	61000001	白巫女泪痕	2	20
403024	1	61000002	赤蝎尾针	2	20
403024	1	61000003	猩红毒针	2	20
403024	1	61000004	赤影元素	2	20
403024	1	61000005	磨砂石	2	20
403024	1	61000006	沙蚕丝	2	20
403024	1	61000007	琥珀晶石	2	20
403024	1	61000008	烈焰石	2	20
403025	1	61000001	白巫女泪痕	2	20
403025	1	61000002	赤蝎尾针	2	20
403025	1	61000003	猩红毒针	2	20
403025	1	61000004	赤影元素	2	20
403025	1	61000005	磨砂石	2	20
403025	1	61000006	沙蚕丝	2	20
403025	1	61000007	琥珀晶石	2	20
403025	1	61000008	烈焰石	2	20
403026	1	61000001	白巫女泪痕	3	20
403026	1	61000002	赤蝎尾针	3	20
403026	1	61000003	猩红毒针	3	20
403026	1	61000004	赤影元素	3	20
403026	1	61000005	磨砂石	3	20
403026	1	61000006	沙蚕丝	3	20
403026	1	61000007	琥珀晶石	3	20
403026	1	61000008	烈焰石	3	20
403027	1	61000001	白巫女泪痕	3	20
403027	1	61000002	赤蝎尾针	3	20
403027	1	61000003	猩红毒针	3	20
403027	1	61000004	赤影元素	3	20
403027	1	61000005	磨砂石	3	20
403027	1	61000006	沙蚕丝	3	20
403027	1	61000007	琥珀晶石	3	20
403027	1	61000008	烈焰石	3	20
403028	1	61000001	白巫女泪痕	3	20
403028	1	61000002	赤蝎尾针	3	20
403028	1	61000003	猩红毒针	3	20
403028	1	61000004	赤影元素	3	20
403028	1	61000005	磨砂石	3	20
403028	1	61000006	沙蚕丝	3	20
403028	1	61000007	琥珀晶石	3	20
403028	1	61000008	烈焰石	3	20
403029	1	61000001	白巫女泪痕	3	20
403029	1	61000002	赤蝎尾针	3	20
403029	1	61000003	猩红毒针	3	20
403029	1	61000004	赤影元素	3	20
403029	1	61000005	磨砂石	3	20
403029	1	61000006	沙蚕丝	3	20
403029	1	61000007	琥珀晶石	3	20
403029	1	61000008	烈焰石	3	20
403030	1	61000001	白巫女泪痕	3	20
403030	1	61000002	赤蝎尾针	3	20
403030	1	61000003	猩红毒针	3	20
403030	1	61000004	赤影元素	3	20
403030	1	61000005	磨砂石	3	20
403030	1	61000006	沙蚕丝	3	20
403030	1	61000007	琥珀晶石	3	20
403030	1	61000008	烈焰石	3	20
403031	1	61000001	白巫女泪痕	3	20
403031	1	61000002	赤蝎尾针	3	20
403031	1	61000003	猩红毒针	3	20
403031	1	61000004	赤影元素	3	20
403031	1	61000005	磨砂石	3	20
403031	1	61000006	沙蚕丝	3	20
403031	1	61000007	琥珀晶石	3	20
403031	1	61000008	烈焰石	3	20
403032	1	61000001	白巫女泪痕	3	20
403032	1	61000002	赤蝎尾针	3	20
403032	1	61000003	猩红毒针	3	20
403032	1	61000004	赤影元素	3	20
403032	1	61000005	磨砂石	3	20
403032	1	61000006	沙蚕丝	3	20
403032	1	61000007	琥珀晶石	3	20
403032	1	61000008	烈焰石	3	20
403033	1	61000001	白巫女泪痕	3	20
403033	1	61000002	赤蝎尾针	3	20
403033	1	61000003	猩红毒针	3	20
403033	1	61000004	赤影元素	3	20
403033	1	61000005	磨砂石	3	20
403033	1	61000006	沙蚕丝	3	20
403033	1	61000007	琥珀晶石	3	20
403033	1	61000008	烈焰石	3	20
403034	1	61000001	白巫女泪痕	3	20
403034	1	61000002	赤蝎尾针	3	20
403034	1	61000003	猩红毒针	3	20
403034	1	61000004	赤影元素	3	20
403034	1	61000005	磨砂石	3	20
403034	1	61000006	沙蚕丝	3	20
403034	1	61000007	琥珀晶石	3	20
403034	1	61000008	烈焰石	3	20
403035	1	61000001	白巫女泪痕	3	20
403035	1	61000002	赤蝎尾针	3	20
403035	1	61000003	猩红毒针	3	20
403035	1	61000004	赤影元素	3	20
403035	1	61000005	磨砂石	3	20
403035	1	61000006	沙蚕丝	3	20
403035	1	61000007	琥珀晶石	3	20
403035	1	61000008	烈焰石	3	20
403036	1	61000001	白巫女泪痕	4	20
403036	1	61000002	赤蝎尾针	4	20
403036	1	61000003	猩红毒针	4	20
403036	1	61000004	赤影元素	4	20
403036	1	61000005	磨砂石	4	20
403036	1	61000006	沙蚕丝	4	20
403036	1	61000007	琥珀晶石	4	20
403036	1	61000008	烈焰石	4	20
403037	1	61000001	白巫女泪痕	4	20
403037	1	61000002	赤蝎尾针	4	20
403037	1	61000003	猩红毒针	4	20
403037	1	61000004	赤影元素	4	20
403037	1	61000005	磨砂石	4	20
403037	1	61000006	沙蚕丝	4	20
403037	1	61000007	琥珀晶石	4	20
403037	1	61000008	烈焰石	4	20
403038	1	61000001	白巫女泪痕	4	20
403038	1	61000002	赤蝎尾针	4	20
403038	1	61000003	猩红毒针	4	20
403038	1	61000004	赤影元素	4	20
403038	1	61000005	磨砂石	4	20
403038	1	61000006	沙蚕丝	4	20
403038	1	61000007	琥珀晶石	4	20
403038	1	61000008	烈焰石	4	20
403039	1	61000001	白巫女泪痕	4	20
403039	1	61000002	赤蝎尾针	4	20
403039	1	61000003	猩红毒针	4	20
403039	1	61000004	赤影元素	4	20
403039	1	61000005	磨砂石	4	20
403039	1	61000006	沙蚕丝	4	20
403039	1	61000007	琥珀晶石	4	20
403039	1	61000008	烈焰石	4	20
403040	1	61000001	白巫女泪痕	4	20
403040	1	61000002	赤蝎尾针	4	20
403040	1	61000003	猩红毒针	4	20
403040	1	61000004	赤影元素	4	20
403040	1	61000005	磨砂石	4	20
403040	1	61000006	沙蚕丝	4	20
403040	1	61000007	琥珀晶石	4	20
403040	1	61000008	烈焰石	4	20
403041	1	61000001	白巫女泪痕	4	20
403041	1	61000002	赤蝎尾针	4	20
403041	1	61000003	猩红毒针	4	20
403041	1	61000004	赤影元素	4	20
403041	1	61000005	磨砂石	4	20
403041	1	61000006	沙蚕丝	4	20
403041	1	61000007	琥珀晶石	4	20
403041	1	61000008	烈焰石	4	20
403042	1	61000001	白巫女泪痕	4	20
403042	1	61000002	赤蝎尾针	4	20
403042	1	61000003	猩红毒针	4	20
403042	1	61000004	赤影元素	4	20
403042	1	61000005	磨砂石	4	20
403042	1	61000006	沙蚕丝	4	20
403042	1	61000007	琥珀晶石	4	20
403042	1	61000008	烈焰石	4	20
403043	1	61000001	白巫女泪痕	4	20
403043	1	61000002	赤蝎尾针	4	20
403043	1	61000003	猩红毒针	4	20
403043	1	61000004	赤影元素	4	20
403043	1	61000005	磨砂石	4	20
403043	1	61000006	沙蚕丝	4	20
403043	1	61000007	琥珀晶石	4	20
403043	1	61000008	烈焰石	4	20
403044	1	61000001	白巫女泪痕	4	20
403044	1	61000002	赤蝎尾针	4	20
403044	1	61000003	猩红毒针	4	20
403044	1	61000004	赤影元素	4	20
403044	1	61000005	磨砂石	4	20
403044	1	61000006	沙蚕丝	4	20
403044	1	61000007	琥珀晶石	4	20
403044	1	61000008	烈焰石	4	20
403045	1	61000001	白巫女泪痕	4	20
403045	1	61000002	赤蝎尾针	4	20
403045	1	61000003	猩红毒针	4	20
403045	1	61000004	赤影元素	4	20
403045	1	61000005	磨砂石	4	20
403045	1	61000006	沙蚕丝	4	20
403045	1	61000007	琥珀晶石	4	20
403045	1	61000008	烈焰石	4	20
403046	1	61000001	白巫女泪痕	5	20
403046	1	61000002	赤蝎尾针	5	20
403046	1	61000003	猩红毒针	5	20
403046	1	61000004	赤影元素	5	20
403046	1	61000005	磨砂石	5	20
403046	1	61000006	沙蚕丝	5	20
403046	1	61000007	琥珀晶石	5	20
403046	1	61000008	烈焰石	5	20
403047	1	61000001	白巫女泪痕	5	20
403047	1	61000002	赤蝎尾针	5	20
403047	1	61000003	猩红毒针	5	20
403047	1	61000004	赤影元素	5	20
403047	1	61000005	磨砂石	5	20
403047	1	61000006	沙蚕丝	5	20
403047	1	61000007	琥珀晶石	5	20
403047	1	61000008	烈焰石	5	20
403048	1	61000001	白巫女泪痕	5	20
403048	1	61000002	赤蝎尾针	5	20
